area_code,area_name,census_geography,country_of_birth_all,europe_inc_uk,united_kingdom_channel_iom,england,northern_ireland,scotland,wales,united_kingdom_unspecified,channel_islands_isle_of_man,ireland,other_europe_total,eu_countries_total,germany,lithuania,poland,romania,eu_countries_other,rest_of_europe_total,turkey,europe_other,africa_total,north_africa,central_and_western_africa,nigeria,other_central_and_western_africa_other,south_and_eastern_africa,kenya,south_africa,zimbabwe,south_and_eastern_africa_other,middle_east_and_asia_total,middle_east,iran,middle_east_other,eastern_asia,china,hong_kong,eastern_asia_other,southern_asia,bangladesh,india,pakistan,southern_asia_other,south_east_asia,central_asia,americas_and_the_caribbean_total,north_americas_and_the_caribbean,the_caribbean,united_states_of_america,north_america_other,central_america,south_america,antarctica_and_oceania_total,australia,antarctica_and_oceania_other,country_of_birth_other,uk_total,europe_total,rest_of_world_total,uk_total_perc,europe_total_perc,rest_of_world_total_perc,centroid_x,centroid_y
W01001944,Cardiff 048C,lsoa,1027,912,819,287,10,15,507,0,1,11,81,73,6,3,29,4,31,8,1,7,27,6,2,0,2,19,1,2,0,16,65,13,1,12,19,11,1,7,23,0,20,0,3,10,0,17,12,2,4,6,3,2,6,5,1,0,819,101,115,79.7,9.8,11.2,319172.73353598046,175360.28469841514
W01001941,Cardiff 032G,lsoa,1099,663,548,215,8,16,308,1,3,5,107,98,9,2,8,3,76,9,1,8,42,15,16,14,2,11,4,5,0,2,367,231,5,226,56,40,8,8,56,0,49,3,4,22,2,21,14,1,11,2,1,6,6,4,2,0,548,124,436,49.9,11.3,39.7,318370.0264991199,176122.04859170687
W01001922,Cardiff 032E,lsoa,1976,1632,1502,886,16,13,587,0,8,9,113,106,15,6,14,2,69,7,1,6,26,2,12,8,4,12,0,5,1,6,292,41,17,24,114,87,23,4,62,0,34,20,8,73,2,22,18,4,7,7,1,3,4,4,0,0,1502,137,344,76.0,6.9,17.4,318441.67343972024,177174.89746943806
W01001835,Cardiff 033F,lsoa,1622,1409,1261,374,8,10,868,1,2,15,131,124,8,0,46,3,67,7,0,7,52,12,15,6,9,25,1,4,5,15,141,31,9,22,37,32,3,2,48,4,33,11,0,25,0,13,12,5,5,2,0,1,7,5,2,0,1261,155,213,77.7,9.6,13.1,319163.1064928849,176989.70806852786
W01001722,Cardiff 028D,lsoa,1571,1397,1298,673,16,8,601,0,3,19,77,73,11,1,6,0,55,4,0,4,25,3,3,0,3,19,1,12,0,6,122,30,6,24,40,34,5,1,25,2,10,8,5,27,0,19,15,4,8,3,0,4,8,7,1,0,1298,103,174,82.6,6.6,11.1,317994.5730386287,177950.67752156605
W01001832,Cardiff 033C,lsoa,1787,1430,1248,658,10,13,566,1,2,14,166,152,13,5,37,6,91,14,3,11,50,19,11,8,3,20,3,8,4,5,282,56,10,46,55,39,8,8,140,1,105,28,6,31,0,22,14,1,6,7,4,4,3,3,0,0,1248,196,357,69.8,11.0,20.0,318822.75299932214,177364.13178028178
W01001829,Cardiff 033A,lsoa,1807,1489,1324,558,9,10,739,8,1,22,142,133,20,1,27,1,84,9,1,8,41,13,11,8,3,17,5,4,0,8,249,43,7,36,31,17,11,3,145,36,71,33,5,30,0,19,9,3,4,2,3,7,9,7,2,0,1324,174,318,73.3,9.6,17.6,318952.3067351652,177576.1399080316
W01001720,Cardiff 028C,lsoa,1892,1701,1600,826,12,19,743,0,4,9,88,82,18,2,13,0,49,6,0,6,35,10,9,2,7,16,3,6,3,4,132,23,4,19,29,24,4,1,51,5,26,13,7,29,0,20,14,1,4,9,1,5,4,4,0,0,1600,107,191,84.6,5.7,10.1,318311.6762975676,177957.33048299738
W01001718,Cardiff 028A,lsoa,1680,1441,1329,648,14,15,652,0,3,6,103,98,18,6,14,0,60,5,1,4,43,5,17,11,6,21,0,8,5,8,180,29,5,24,35,29,4,2,98,16,52,29,1,18,0,15,9,3,4,2,0,6,1,1,0,0,1329,117,239,79.1,7.0,14.2,318292.06895463704,178205.4464774337
W01001726,Cardiff 028E,lsoa,1715,1511,1419,668,10,17,724,0,3,12,77,68,6,2,14,0,46,9,1,8,28,6,7,3,4,15,1,2,1,11,163,23,5,18,15,10,4,1,94,6,30,51,7,31,0,6,4,1,1,2,0,2,7,3,4,0,1419,101,204,82.7,5.9,11.9,317987.79620204493,178643.3277225744
W01001732,Cardiff 019A,lsoa,1591,1429,1389,312,4,14,1059,0,0,2,38,34,8,0,6,0,20,4,0,4,40,7,8,3,5,25,6,4,0,15,117,32,6,26,22,17,5,0,60,8,20,26,6,3,0,4,4,0,1,3,0,0,1,1,0,0,1389,44,162,87.3,2.8,10.2,318582.2438484572,180596.2325995843
W01001863,Cardiff 022A,lsoa,1564,1536,1499,142,3,14,1338,2,0,5,32,26,2,0,2,2,20,6,4,2,9,0,1,1,0,8,2,1,2,3,14,1,0,1,3,2,1,0,8,0,5,0,3,2,0,3,2,1,0,1,0,1,2,1,1,0,1499,43,28,95.8,2.7,1.8,322043.57605008455,178872.9684212532
W01001864,Cardiff 022B,lsoa,1505,1453,1411,121,6,12,1272,0,0,8,34,34,3,1,1,3,26,0,0,0,13,1,0,0,0,12,2,4,0,6,34,13,4,9,4,1,3,0,6,6,0,0,0,11,0,5,5,2,1,2,0,0,0,0,0,0,1411,42,52,93.8,2.8,3.5,321492.14911038417,179362.10779155957
W01001816,Cardiff 009B,lsoa,2625,2391,2306,321,8,14,1963,0,1,12,72,67,18,0,24,1,24,5,0,5,58,22,9,1,8,27,4,6,7,10,158,53,5,48,23,10,3,10,60,5,41,9,5,22,0,11,9,4,1,4,1,1,7,4,3,0,2306,90,234,87.8,3.4,8.9,320919.38247148704,181428.06049558803
W01001951,Cardiff 049E,lsoa,1016,844,772,250,2,6,514,0,0,13,59,54,7,5,19,0,23,5,0,5,61,21,10,8,2,30,0,3,7,20,91,26,2,24,18,5,8,5,34,1,24,4,5,9,4,14,13,6,3,4,0,1,6,1,5,0,772,77,172,76.0,7.6,16.9,319130.1531423386,175914.43031953776
W01001952,Cardiff 049F,lsoa,1238,938,855,270,7,18,560,0,0,7,76,73,11,2,16,6,38,3,1,2,135,21,30,27,3,84,0,7,2,75,145,51,0,51,30,20,2,8,53,2,39,3,9,10,1,17,14,5,6,3,1,2,3,1,2,0,855,86,300,69.1,6.9,24.2,318418.24622610374,175452.54005560747
W01001711,Cardiff 040C,lsoa,1632,1474,1382,167,1,5,1209,0,2,3,87,81,3,0,12,0,66,6,3,3,44,9,9,2,7,26,6,1,0,19,111,13,1,12,17,10,6,1,77,29,41,6,1,4,0,3,3,1,1,1,0,0,0,0,0,0,1382,98,158,84.7,6.0,9.7,316203.69648416643,175555.5168494717
W01001716,Cardiff 035C,lsoa,1274,1222,1173,181,8,12,972,0,0,12,37,36,5,0,4,0,27,1,0,1,14,1,3,3,0,10,3,4,1,2,26,4,4,0,4,1,1,2,16,7,8,1,0,2,0,8,5,1,2,2,1,2,4,1,3,0,1173,50,52,92.1,3.9,4.1,314968.5154869864,177004.39911161043
W01001709,Cardiff 040A,lsoa,1898,1731,1654,228,4,14,1405,3,2,15,60,53,6,0,13,0,34,7,2,5,33,10,4,3,1,19,6,1,1,11,114,11,4,7,8,5,1,2,95,54,24,15,2,0,0,19,17,12,3,2,0,2,1,1,0,0,1654,84,167,87.1,4.4,8.8,315587.4100512841,176385.62841007166
W01001714,Cardiff 035A,lsoa,1522,1470,1419,214,8,10,1187,0,2,7,42,42,3,0,6,3,30,0,0,0,13,4,1,1,0,8,3,2,1,2,27,6,5,1,0,0,0,0,15,4,5,4,2,6,0,7,6,1,5,0,0,1,5,3,2,0,1419,51,52,93.2,3.4,3.4,315450.4520412459,176941.41832862524
W01001782,Cardiff 026D,lsoa,1437,1380,1328,224,6,10,1087,1,0,11,41,38,2,0,0,1,35,3,0,3,18,4,1,1,0,13,2,5,0,6,30,1,0,1,5,2,2,1,18,4,9,4,1,6,0,6,2,0,1,1,1,3,3,3,0,0,1328,55,57,92.4,3.8,4.0,315011.87099834334,177563.36343797957
W01001781,Cardiff 026C,lsoa,1736,1642,1587,340,11,22,1211,3,0,10,45,39,5,0,2,2,30,6,1,5,22,1,3,1,2,18,2,3,3,10,52,4,1,3,13,7,6,0,26,0,12,3,11,9,0,8,7,1,5,1,0,1,12,6,6,0,1587,61,94,91.4,3.5,5.4,315697.5290266145,177869.63622136708
W01001786,Cardiff 023B,lsoa,1555,1500,1455,206,2,19,1228,0,0,10,35,29,7,0,6,2,14,6,0,6,22,3,8,1,7,11,0,5,0,6,26,12,0,12,1,1,0,0,13,5,1,4,3,0,0,7,5,2,0,3,0,2,0,0,0,0,1455,51,55,93.6,3.3,3.5,315211.3505782571,178771.97737299945
W01001785,Cardiff 023A,lsoa,1183,1116,1091,77,0,10,1004,0,1,0,24,24,1,0,6,0,17,0,0,0,16,0,1,0,1,15,0,0,1,14,45,8,7,1,4,4,0,0,31,19,10,2,0,2,0,6,2,0,0,2,0,4,0,0,0,0,1091,25,67,92.2,2.1,5.7,315711.8426125762,179035.13922929703
W01001889,Cardiff 020B,lsoa,1546,1500,1438,181,6,17,1234,0,0,11,51,42,7,0,11,2,22,9,0,9,9,0,1,1,0,8,1,1,2,4,27,7,2,5,3,3,0,0,8,3,5,0,0,9,0,8,5,0,4,1,3,0,2,2,0,0,1438,71,46,93.0,4.6,3.0,315846.33175113495,180024.07937946572
W01001852,Cardiff 004B,lsoa,1817,1760,1735,287,4,24,1420,0,0,9,16,15,3,0,0,0,12,1,0,1,7,1,1,0,1,5,1,3,0,1,34,6,1,5,8,2,5,1,18,0,14,4,0,2,0,14,10,2,6,2,2,2,2,0,2,0,1735,26,57,95.5,1.4,3.1,315557.37112023454,183003.6531699536
W01001104,The Vale of Glamorgan 004E,lsoa,1977,1810,1772,273,9,20,1470,0,2,9,27,24,8,1,4,0,11,3,3,0,15,2,2,2,0,11,4,3,1,3,130,18,0,18,6,5,1,0,43,2,36,5,0,63,0,19,6,0,5,1,1,12,3,3,0,0,1772,41,167,89.6,2.1,8.4,316707.5554207408,173032.5119750009
W01001710,Cardiff 040B,lsoa,1597,1448,1348,230,8,9,1101,0,0,16,84,80,11,2,19,4,44,4,2,2,29,9,3,1,2,17,4,1,0,12,105,9,1,8,12,8,3,1,82,37,26,15,4,0,2,11,6,4,1,1,1,4,4,3,1,0,1348,104,149,84.4,6.5,9.3,316102.42249586864,176511.7835085576
W01001717,Cardiff 035D,lsoa,1580,1484,1423,287,13,11,1112,0,1,14,46,44,4,0,12,0,28,2,1,1,22,11,1,1,0,10,0,5,0,5,55,6,0,6,4,4,0,0,42,15,19,4,4,3,0,16,11,1,4,6,2,3,3,0,3,0,1423,63,96,90.1,4.0,6.1,315852.5780742257,176971.18944461693
W01001712,Cardiff 040D,lsoa,1506,1408,1324,313,3,17,990,1,0,22,62,54,11,0,10,1,32,8,2,6,21,1,3,3,0,17,2,4,3,8,49,2,1,1,4,1,0,3,32,10,12,8,2,11,0,19,15,6,7,2,0,4,9,7,2,0,1324,92,98,87.9,6.1,6.5,316361.20647613064,176748.51056765593
W01001715,Cardiff 035B,lsoa,1571,1477,1397,334,10,28,1025,0,4,16,60,57,9,0,22,0,26,3,1,2,20,1,3,2,1,16,3,2,2,9,54,12,6,6,4,0,3,1,28,13,8,5,2,10,0,15,12,2,4,6,0,3,5,2,3,0,1397,83,94,88.9,5.3,6.0,316012.94367676566,177112.17626137784
W01001858,Cardiff 034A,lsoa,1694,1555,1448,436,8,35,969,0,0,14,93,85,22,0,4,1,58,8,1,7,33,3,5,2,3,25,1,7,7,10,49,13,8,5,8,4,4,0,18,1,8,6,3,10,0,25,19,2,9,8,2,4,32,20,12,0,1448,115,139,85.5,6.8,8.2,316582.9060015113,177629.86517420766
W01001788,Cardiff 023D,lsoa,1431,1334,1285,139,1,8,1137,0,1,3,45,38,4,0,15,0,19,7,3,4,31,11,10,0,10,10,1,2,2,5,60,15,6,9,2,1,0,1,36,20,3,2,11,7,0,5,4,2,2,0,0,1,1,1,0,0,1285,56,97,89.8,3.9,6.8,316065.8039755076,178574.56730447107
W01001787,Cardiff 023C,lsoa,1461,1345,1306,139,0,8,1158,1,4,7,28,28,4,0,11,0,13,0,0,0,29,7,10,3,7,12,2,3,4,3,78,2,0,2,8,5,2,1,59,32,23,4,0,9,0,9,8,6,0,2,0,1,0,0,0,0,1306,39,116,89.4,2.7,7.9,316404.2883713633,178983.53799257995
W01001658,Newport 020D,lsoa,1885,1828,1790,306,6,14,1461,3,1,6,31,29,10,4,6,1,8,2,0,2,18,1,2,2,0,15,1,5,5,4,32,4,0,4,12,2,2,8,15,2,10,3,0,1,0,7,6,1,4,1,0,1,0,0,0,0,1790,40,57,95.0,2.1,3.0,326533.4556828396,182260.35567539692
W01001808,Cardiff 007C,lsoa,1634,1556,1521,92,2,7,1420,0,0,9,26,24,8,0,4,0,12,2,0,2,37,3,15,0,15,19,0,2,2,15,35,4,3,1,7,3,4,0,15,9,0,3,3,9,0,3,3,3,0,0,0,0,3,0,3,0,1521,37,78,93.1,2.3,4.8,321972.16743152123,181453.1882794492
W01001241,Rhondda Cynon Taf 026D,lsoa,1727,1676,1659,229,6,9,1415,0,0,7,10,9,4,0,0,0,5,1,0,1,16,0,7,7,0,9,2,1,0,6,20,3,0,3,2,0,2,0,7,0,6,0,1,8,0,11,10,3,5,2,1,0,4,3,1,0,1659,18,51,96.1,1.0,3.0,312724.9213323827,183568.6413201884
W01001798,Cardiff 002D,lsoa,1481,1446,1406,216,2,8,1180,0,0,7,33,31,9,0,12,2,8,2,0,2,8,3,0,0,0,5,0,1,1,3,24,9,3,6,1,1,0,0,12,1,11,0,0,2,0,2,2,1,0,1,0,0,1,1,0,0,1406,42,35,94.9,2.8,2.4,316732.80973315146,182576.8974918238
W01001851,Cardiff 012D,lsoa,1482,1450,1418,257,8,23,1130,0,0,8,24,22,8,0,1,0,13,2,0,2,4,1,0,0,0,3,0,0,0,3,17,9,2,7,0,0,0,0,6,0,4,0,2,1,1,8,6,2,2,2,0,2,3,2,1,0,1418,34,32,95.7,2.3,2.2,315557.6746175932,181025.6780495372
W01001854,Cardiff 004D,lsoa,1572,1532,1505,250,4,9,1242,0,2,3,22,22,5,0,6,0,11,0,0,0,12,5,2,2,0,5,1,1,1,2,21,1,0,1,5,4,1,0,8,0,7,1,0,7,0,5,3,0,0,3,0,2,2,1,1,0,1505,27,40,95.7,1.7,2.5,316109.80670907727,181807.84630464492
W01001887,Cardiff 020A,lsoa,1573,1534,1498,292,5,19,1182,0,0,11,25,24,2,0,3,0,19,1,0,1,9,2,1,0,1,6,0,3,2,1,16,3,1,2,2,0,2,0,9,1,5,2,1,2,0,8,7,0,4,3,1,0,6,4,2,0,1498,37,39,95.2,2.4,2.5,314977.8282943473,180017.57332257813
W01001888,Cardiff 010A,lsoa,1686,1613,1585,258,6,16,1305,0,1,8,19,16,3,0,1,0,12,3,0,3,17,2,9,4,5,6,1,2,0,3,48,13,4,9,6,2,3,1,22,2,15,3,2,7,0,7,3,0,2,1,0,4,1,1,0,0,1585,31,73,94.0,1.8,4.3,314135.600253507,180195.4149934938
W01001890,Cardiff 021D,lsoa,1610,1530,1482,294,8,16,1164,0,1,9,38,36,5,2,8,2,19,2,0,2,18,3,8,3,5,7,3,2,1,1,44,5,1,4,13,4,9,0,16,1,11,1,3,10,0,9,5,1,3,1,1,3,9,7,2,0,1482,50,80,92.0,3.1,5.0,316483.66176333436,179638.56904295104
W01001891,Cardiff 020C,lsoa,1659,1616,1573,245,2,6,1320,0,0,9,34,32,6,1,8,1,16,2,1,1,11,0,0,0,0,11,0,9,0,2,21,2,0,2,3,0,3,0,15,6,3,4,2,1,0,6,4,1,1,2,1,1,5,3,2,0,1573,45,43,94.8,2.7,2.6,315410.9817886886,179715.59161292328
W01001892,Cardiff 020D,lsoa,1437,1426,1391,165,2,8,1216,0,0,5,30,28,9,0,1,1,17,2,0,2,2,0,2,2,0,0,0,0,0,0,6,2,0,2,3,0,3,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,1,1,0,0,1391,37,11,96.8,2.6,0.8,316107.24095778906,179415.75095764425
W01001893,Cardiff 010B,lsoa,1871,1814,1782,270,5,20,1487,0,0,6,26,26,5,0,1,0,20,0,0,0,17,0,1,1,0,16,3,7,0,6,26,5,5,0,4,2,2,0,3,0,1,2,0,14,0,8,8,2,3,3,0,0,6,2,4,0,1782,32,57,95.2,1.7,3.0,313783.2225323797,182961.56831210348
W01001948,Cardiff 006E,lsoa,1618,1527,1486,329,10,24,1122,1,1,1,39,34,3,5,1,1,24,5,3,2,16,6,2,1,1,8,3,2,1,2,56,5,0,5,15,8,7,0,26,0,21,4,1,10,0,13,12,0,12,0,0,1,6,5,1,0,1486,46,91,91.8,2.8,5.6,312756.6307454484,180156.8968415484
W01001953,Cardiff 005G,lsoa,1499,1434,1381,162,7,15,1197,0,0,8,45,39,9,0,13,0,17,6,4,2,22,6,0,0,0,16,0,3,8,5,32,5,2,3,9,2,7,0,13,0,6,2,5,5,0,6,5,3,0,2,0,1,5,2,3,0,1381,59,65,92.1,3.9,4.3,316858.6410710665,181727.40124843208
W01001773,Cardiff 012A,lsoa,2524,2202,2107,344,7,23,1733,0,3,14,78,71,17,10,11,0,33,7,2,5,34,9,6,3,3,19,0,6,4,9,272,102,3,99,21,4,7,10,135,13,103,13,6,14,0,11,6,1,5,0,0,5,4,4,0,1,2107,102,321,83.5,4.0,12.7,316652.56745037227,180444.1868416113
W01001776,Cardiff 021C,lsoa,1347,1229,1194,192,7,6,989,0,1,9,25,19,1,0,0,0,18,6,2,4,14,6,0,0,0,8,2,0,0,6,96,31,1,30,7,4,1,2,38,1,26,6,5,20,0,6,6,2,4,0,0,0,2,2,0,0,1194,41,118,88.6,3.0,8.8,317117.4798952975,179486.9645164268
W01001949,Cardiff 005F,lsoa,1281,1171,1111,210,1,20,880,0,1,7,52,48,6,0,28,2,12,4,1,3,16,7,5,3,2,4,0,2,1,1,83,27,3,24,16,8,7,1,28,3,11,12,2,10,2,9,7,4,1,2,0,2,2,0,2,0,1111,64,110,86.7,5.0,8.6,316895.9772853537,181213.63481104947
W01001770,Cardiff 018B,lsoa,1107,997,935,240,6,8,681,0,0,9,53,45,6,0,18,4,17,8,0,8,23,5,6,4,2,12,1,2,0,9,79,3,0,3,7,4,0,3,59,2,32,17,8,10,0,6,5,1,4,0,0,1,2,1,1,0,935,70,110,84.5,6.3,9.9,317842.7818681769,179648.87513925027
W01001772,Cardiff 021A,lsoa,1413,1365,1322,176,2,12,1132,0,0,8,35,33,6,0,2,0,25,2,0,2,6,1,0,0,0,5,1,1,0,3,34,3,2,1,2,1,0,1,18,0,10,5,3,11,0,6,6,1,0,5,0,0,2,1,1,0,1322,45,48,93.6,3.2,3.4,316152.2808048271,180194.86721146267
W01001789,Cardiff 023E,lsoa,1527,1483,1442,269,5,13,1153,2,0,4,37,35,3,0,7,2,23,2,0,2,13,1,1,0,1,11,3,4,2,2,19,2,0,2,6,6,0,0,8,2,6,0,0,3,0,11,7,1,4,2,0,4,1,1,0,0,1442,43,44,94.4,2.8,2.9,314522.84070591454,179376.87057134602
W01001792,Cardiff 005B,lsoa,1701,1631,1586,201,0,7,1378,0,0,5,40,38,4,1,6,2,25,2,0,2,16,1,3,1,2,12,1,2,3,6,33,12,0,12,6,0,1,5,9,3,2,3,1,6,0,13,10,6,4,0,0,3,8,3,5,0,1586,47,70,93.2,2.8,4.1,317586.08927225583,181060.5024423225
W01001794,Cardiff 001C,lsoa,1420,1378,1336,245,3,11,1077,0,2,3,37,32,5,0,8,0,19,5,0,5,8,1,0,0,0,7,0,4,2,1,30,13,6,7,3,2,1,0,11,0,6,5,0,3,0,4,4,3,0,1,0,0,0,0,0,0,1336,47,42,94.1,3.3,3.0,317712.5339723969,183125.13116749187
W01001795,Cardiff 002B,lsoa,1547,1492,1449,228,6,13,1202,0,0,8,35,34,6,0,7,0,21,1,0,1,11,0,5,1,4,6,1,2,1,2,38,3,1,2,15,3,7,5,15,1,9,1,4,5,0,2,2,0,2,0,0,0,4,1,3,0,1449,44,55,93.7,2.8,3.6,316892.93875464424,183112.1987646707
W01001796,Cardiff 002C,lsoa,1491,1425,1388,263,8,18,1098,1,0,7,30,25,6,0,7,0,12,5,1,4,18,6,5,3,2,7,1,2,3,1,38,15,1,14,7,2,3,2,15,0,9,2,4,1,0,8,5,1,2,2,0,3,2,1,1,0,1388,42,66,93.1,2.8,4.4,317209.97601355927,182840.9703306879
W01001797,Cardiff 005C,lsoa,1439,1397,1357,271,2,11,1072,1,2,1,37,36,10,0,5,3,18,1,0,1,12,3,3,0,3,6,1,3,0,2,23,3,2,1,4,0,1,3,12,0,8,3,1,4,0,7,7,0,4,3,0,0,0,0,0,0,1357,41,42,94.3,2.8,2.9,317582.2117757669,182370.85211540625
W01001809,Cardiff 017A,lsoa,1309,1243,1209,118,4,12,1075,0,2,9,23,23,4,0,5,1,13,0,0,0,4,0,1,0,1,3,1,2,0,0,53,7,0,7,4,0,3,1,36,3,27,3,3,6,0,7,6,6,0,0,0,1,2,2,0,0,1209,34,66,92.4,2.6,5.0,319681.907778889,180326.85262021105
W01001810,Cardiff 017B,lsoa,1678,1542,1506,110,6,6,1383,1,1,11,24,20,5,1,2,0,12,4,0,4,19,1,9,3,6,9,1,0,3,5,105,25,9,16,6,1,1,4,46,14,31,0,1,28,0,10,9,6,2,1,0,1,2,2,0,0,1506,40,136,89.7,2.4,8.1,320191.3922935975,180489.89836612207
W01001813,Cardiff 017D,lsoa,1519,1404,1372,114,4,5,1249,0,0,7,25,21,8,0,1,0,12,4,0,4,16,2,4,0,4,10,0,4,4,2,85,10,4,6,2,1,0,1,52,19,22,11,0,21,0,10,5,4,0,1,0,5,4,2,2,0,1372,36,115,90.3,2.4,7.6,320072.321371389,180013.54439909806
W01001814,Cardiff 017E,lsoa,1421,1332,1293,169,3,10,1106,5,0,8,31,29,6,0,10,0,13,2,0,2,19,0,8,5,3,11,1,0,5,5,51,20,6,14,3,1,1,1,27,0,26,1,0,1,0,15,11,7,3,1,0,4,4,3,1,0,1293,41,89,91.0,2.9,6.3,320046.6103454035,179549.89615646677
W01001815,Cardiff 008D,lsoa,1353,1291,1255,162,4,13,1072,4,0,6,30,29,6,0,5,1,17,1,0,1,11,6,3,3,0,2,0,0,2,0,42,25,6,19,3,0,0,3,7,0,2,5,0,7,0,6,4,2,0,2,1,1,3,3,0,0,1255,37,62,92.8,2.7,4.6,320011.4578494053,181584.97682839242
W01001819,Cardiff 014D,lsoa,2287,2238,2196,473,9,19,1693,2,0,11,31,29,5,0,5,0,19,2,0,2,9,0,0,0,0,9,2,4,0,3,31,6,4,2,7,5,2,0,15,0,10,3,2,3,0,5,5,2,2,1,0,0,4,2,2,0,2196,44,49,96.0,1.9,2.1,309961.1694630933,182346.64748400394
W01001820,Cardiff 006A,lsoa,1196,1164,1131,189,1,13,924,4,0,8,25,24,5,0,3,8,8,1,0,1,4,1,0,0,0,3,0,0,0,3,19,0,0,0,6,0,6,0,12,0,8,0,4,1,0,9,6,0,3,3,0,3,0,0,0,0,1131,34,32,94.6,2.8,2.7,311693.2517174133,183218.34034321114
W01001896,Cardiff 020E,lsoa,1533,1499,1457,249,3,14,1190,1,0,18,24,22,5,0,2,0,15,2,2,0,4,2,0,0,0,2,0,0,1,1,17,6,1,5,4,0,2,2,7,2,4,1,0,0,0,10,5,1,3,1,3,2,3,2,1,0,1457,44,34,95.0,2.9,2.2,315249.6479761583,180480.3603847506
W01001840,Cardiff 007D,lsoa,1752,1664,1625,235,2,16,1372,0,0,9,30,27,6,0,4,0,17,3,1,2,11,6,1,0,1,4,1,0,3,0,64,14,7,7,14,3,7,4,19,2,11,2,4,17,0,13,13,1,11,1,0,0,0,0,0,0,1625,42,88,92.8,2.4,5.0,323119.8482272534,181509.22298488198
W01001802,Cardiff 007A,lsoa,1588,1516,1493,105,3,5,1380,0,1,6,16,13,1,0,4,0,8,3,2,1,18,1,2,0,2,15,2,5,3,5,43,12,1,11,3,1,2,0,20,0,18,1,1,8,0,9,6,4,2,0,0,3,2,2,0,0,1493,26,72,94.0,1.6,4.5,322574.5956320743,181168.9613219585
W01001879,Cardiff 013A,lsoa,1904,1765,1704,181,9,15,1499,0,0,8,53,51,13,0,21,0,17,2,0,2,43,11,4,1,3,28,0,4,3,21,82,17,1,16,2,0,0,2,45,0,26,15,4,18,0,12,10,7,2,1,2,0,2,0,2,0,1704,63,139,89.5,3.3,7.3,323637.80557883694,180858.03620307395
W01001880,Cardiff 013B,lsoa,1554,1441,1396,138,2,9,1246,1,1,4,40,37,7,0,6,2,22,3,0,3,57,6,18,5,13,33,7,1,5,20,49,20,5,15,10,7,3,0,14,0,10,4,0,5,0,6,6,2,1,3,0,0,1,1,0,0,1396,48,113,89.8,3.1,7.3,324169.1784868598,180957.53225814574
W01001113,The Vale of Glamorgan 003A,lsoa,2289,2232,2200,558,11,25,1604,2,3,10,19,14,12,0,1,0,1,5,0,5,16,3,0,0,0,13,0,11,0,2,20,7,3,4,3,2,0,1,9,0,3,4,2,1,0,14,13,0,7,6,1,0,7,6,1,0,2200,37,57,96.1,1.6,2.5,306236.8773483947,177117.80209097796
W01001135,The Vale of Glamorgan 003C,lsoa,1494,1450,1425,294,2,10,1115,4,0,8,17,16,2,0,1,0,13,1,0,1,9,0,0,0,0,9,2,4,1,2,18,1,1,0,3,2,1,0,11,1,7,0,3,3,0,11,9,2,4,3,0,2,6,1,5,0,1425,26,44,95.4,1.7,2.9,309437.28714040015,172288.8320071897
W01001240,Rhondda Cynon Taf 026C,lsoa,1945,1914,1882,212,3,18,1649,0,2,7,23,21,1,0,6,0,14,2,0,2,16,3,1,0,1,12,1,6,4,1,9,0,0,0,4,1,3,0,1,0,0,0,1,4,0,5,5,1,3,1,0,0,1,0,1,0,1882,34,31,96.8,1.7,1.6,312664.80712559214,184979.70168993747
W01001872,Cardiff 038B,lsoa,1525,1403,1314,177,3,9,1125,0,1,4,84,82,11,2,20,0,49,2,0,2,30,3,4,1,3,23,2,2,2,17,79,18,7,11,12,12,0,0,47,23,12,10,2,2,0,11,6,3,1,2,0,5,2,0,2,0,1314,91,122,86.2,6.0,8.0,320101.256454791,176637.50851963987
W01001874,Cardiff 038D,lsoa,1429,1255,1186,171,1,5,1009,0,0,9,60,58,5,6,23,1,23,2,1,1,90,7,10,4,6,73,0,0,13,60,70,18,8,10,19,16,3,0,24,5,3,9,7,9,0,13,11,6,1,4,0,2,1,1,0,0,1186,71,174,83.0,5.0,12.2,320137.30289849115,175822.17738833692
W01001694,Cardiff 036A,lsoa,1961,1589,1375,290,3,9,1072,1,4,13,197,187,12,4,52,1,118,10,2,8,103,10,32,20,12,61,3,3,7,48,243,45,16,29,33,23,7,3,147,29,53,28,37,18,0,20,15,4,8,3,0,5,6,4,2,0,1375,224,372,70.1,11.4,19.0,319770.33786633017,176939.30945680017
W01001870,Cardiff 037A,lsoa,1377,1293,1222,175,4,13,1030,0,0,2,69,69,7,0,19,2,41,0,0,0,33,7,8,2,6,18,0,0,6,12,37,6,6,0,4,2,2,0,19,12,2,4,1,8,0,12,10,4,3,3,0,2,2,1,1,0,1222,71,84,88.7,5.2,6.1,320570.6143402268,176863.15638893892
W01001698,Cardiff 036E,lsoa,1968,1533,1265,313,6,21,925,0,1,11,256,228,16,3,102,5,102,28,6,22,88,21,23,6,17,44,3,7,6,28,325,85,40,45,80,45,27,8,110,24,53,27,6,49,1,17,13,4,5,4,0,4,5,3,2,0,1265,296,435,64.3,15.0,22.1,319933.1675215942,177301.0443730184
