area_code,area_name,census_geography,all_households,owned,own_outright,own_mortgage,shared_own,rent_social,rent_council,rent_other,private_rent,private_landlord,private_other,rent_free,owned_perc,rent_social_perc,private_rent_perc,centroid_x,centroid_y
W00009276,,oa,134,128,67,61,1,2,1,1,3,3,0,0,95.5,1.5,2.2,318060.7065,182439.6615
W00009272,,oa,133,116,52,64,0,0,0,0,16,14,2,1,87.2,0.0,12.0,317847.88300000003,182844.252
W00009271,,oa,114,100,48,52,1,3,1,2,10,10,0,0,87.7,2.6,8.8,317624.0315,182831.727
W00009278,,oa,136,103,48,55,1,2,2,0,28,26,2,2,75.7,1.5,20.6,316650.64249999996,182516.93050000002
W00009596,,oa,115,65,22,43,0,8,1,7,42,41,1,0,56.5,7.0,36.5,317173.643,176671.193
W00009595,,oa,184,107,45,62,0,5,1,4,67,61,6,5,58.2,2.7,36.4,317241.79099999997,176690.02049999998
W00009593,,oa,107,64,21,43,0,2,0,2,40,40,0,1,59.8,1.9,37.4,316912.1,176863.1295
W00009592,,oa,151,54,19,35,0,4,1,3,89,87,2,4,35.8,2.6,58.9,317368.15150000004,176975.072
W00009590,,oa,115,76,34,42,0,1,0,1,37,35,2,1,66.1,0.9,32.2,317021,176970.6225
W00008793,,oa,211,15,6,9,1,167,4,163,26,24,2,2,7.1,79.1,12.3,319211.114,176305.49349999998
W00010210,,oa,88,26,10,16,1,0,0,0,60,58,2,1,29.5,0.0,68.2,320840.70550000004,170171.3125
W00009067,,oa,123,82,37,45,1,25,24,1,14,10,4,1,66.7,20.3,11.4,313887.9035,178316.142
W00009066,,oa,163,81,39,42,0,66,31,35,14,11,3,2,49.7,40.5,8.6,313234.31299999997,178405.56449999998
W00009063,,oa,119,95,39,56,0,9,7,2,14,14,0,1,79.8,7.6,11.8,313429.1455,178635.05550000002
W00009064,,oa,127,70,23,47,0,40,38,2,14,13,1,3,55.1,31.5,11.0,313876.3955,178402.72350000002
W00009060,,oa,134,102,41,61,1,3,3,0,25,23,2,3,76.1,2.2,18.7,313490.177,178921.14750000002
W00009065,,oa,142,82,23,59,0,44,42,2,12,11,1,4,57.7,31.0,8.5,313955.1315,178147.2225
W00009061,,oa,148,106,45,61,0,3,2,1,38,36,2,1,71.6,2.0,25.7,314051.5565,178633.8935
W00009068,,oa,130,102,54,48,1,4,3,1,22,21,1,1,78.5,3.1,16.9,314192.515,178184.33299999998
W00008827,,oa,139,83,37,46,0,39,1,38,16,13,3,1,59.7,28.1,11.5,312293.298,175155.2585
W00008826,,oa,167,103,22,81,0,29,3,26,34,29,5,1,61.7,17.4,20.4,312646.07149999996,175021.06650000002
W00009069,,oa,159,79,30,49,0,71,63,8,8,8,0,1,49.7,44.7,5.0,313118.7405,178201.0325
W00008822,,oa,134,116,63,53,0,6,2,4,12,11,1,0,86.6,4.5,9.0,314389.8835,176524.186
W00008825,,oa,132,79,34,45,0,35,32,3,14,13,1,4,59.8,26.5,10.6,313409.65599999996,175793.2355
W00008823,,oa,143,70,23,47,0,58,52,6,11,9,2,4,49.0,40.6,7.7,313776.49,175953.5635
W00008821,,oa,204,170,56,114,1,11,2,9,21,16,5,1,83.3,5.4,10.3,312288.457,174928.97950000002
W00008828,,oa,139,98,30,68,2,11,1,10,28,27,1,0,70.5,7.9,20.1,313046.153,174822.3985
W00008829,,oa,137,102,52,50,4,6,3,3,22,21,1,3,74.5,4.4,16.1,314986.586,176332.104
W00009385,,oa,134,117,53,64,0,4,2,2,12,12,0,1,87.3,3.0,9.0,311880.402,183522.8985
W00005992,,oa,156,136,66,70,0,2,2,0,15,13,2,3,87.2,1.3,9.6,310961.67350000003,171845.64299999998
W00005765,,oa,128,113,57,56,0,4,3,1,9,9,0,2,88.3,3.1,7.0,314624.11600000004,173765.6015
W00009854,,oa,126,112,55,57,0,0,0,0,14,12,2,0,88.9,0.0,11.1,312331.7975,174390.93550000002
W00005995,,oa,117,115,81,34,0,0,0,0,2,1,1,0,98.3,0.0,1.7,312051.858,173196.1255
W00005994,,oa,121,112,63,49,0,0,0,0,7,6,1,2,92.6,0.0,5.8,311840.292,172839.0515
W00005990,,oa,133,121,68,53,0,6,6,0,5,4,1,1,91.0,4.5,3.8,312276.6975,173635.64549999998
W00005882,,oa,169,128,71,57,0,8,8,0,27,27,0,6,75.7,4.7,16.0,310169.1555,176797.0515
W00009046,,oa,159,51,17,34,0,90,77,13,15,12,3,3,32.1,56.6,9.4,313890.7605,177727.359
W00009047,,oa,123,68,25,43,1,18,12,6,35,31,4,1,55.3,14.6,28.5,313262.118,177495.484
W00009044,,oa,113,74,31,43,0,1,1,0,34,30,4,4,65.5,0.9,30.1,313442.9695,177573.086
W00008995,,oa,126,55,10,45,1,55,53,2,12,9,3,3,43.7,43.7,9.5,313470.4755,176713.7035
W00008992,,oa,134,55,21,34,0,66,65,1,9,8,1,4,41.0,49.3,6.7,313432.0775,177003.41749999998
W00008820,,oa,198,130,37,93,1,43,21,22,24,21,3,0,65.7,21.7,12.1,313179.507,175032.7625
W00008836,,oa,119,29,16,13,0,79,75,4,9,9,0,2,24.4,66.4,7.6,314101.182,175995.175
W00009072,,oa,120,70,31,39,3,20,17,3,24,19,5,3,58.3,16.7,20.0,312835.4135,178020.21649999998
W00009070,,oa,134,88,36,52,1,36,33,3,8,8,0,1,65.7,26.9,6.0,313335.8785,178134.2005
W00009071,,oa,142,48,20,28,0,69,64,5,19,19,0,6,33.8,48.6,13.4,313534.52599999995,178085.0415
W00008837,,oa,142,66,26,40,2,56,39,17,16,15,1,2,46.5,39.4,11.3,313838.68,175775.215
W00008834,,oa,122,38,10,28,0,69,67,2,8,7,1,7,31.1,56.6,6.6,313891.24199999997,175936.9945
W00008844,,oa,126,77,38,39,0,30,26,4,17,14,3,2,61.1,23.8,13.5,312806.19,175489.0855
W00009011,,oa,121,28,13,15,0,82,77,5,9,8,1,2,23.1,67.8,7.4,313033.60250000004,176265.945
W00010192,,oa,126,88,25,63,1,13,1,12,24,22,2,0,69.8,10.3,19.0,313682.30350000004,179748.2875
W00008987,,oa,117,59,20,39,0,44,39,5,12,11,1,2,50.4,37.6,10.3,312666.0635,175577.414
W00008986,,oa,126,44,18,26,0,61,60,1,16,15,1,5,34.9,48.4,12.7,312798.2255,176503.8355
W00008985,,oa,132,38,8,30,0,82,79,3,10,10,0,2,28.8,62.1,7.6,312958.51399999997,176743.298
W00008989,,oa,144,124,68,56,0,6,2,4,11,10,1,3,86.1,4.2,7.6,311895.342,175389.739
W00008984,,oa,153,136,48,88,0,5,5,0,10,9,1,2,88.9,3.3,6.5,311414.59900000005,175638.66499999998
W00008983,,oa,118,111,62,49,1,1,1,0,3,2,1,2,94.1,0.8,2.5,311748.323,175914.253
W00008982,,oa,136,65,30,35,0,63,45,18,7,7,0,1,47.8,46.3,5.1,313281.7855,175952.5785
W00008981,,oa,150,47,21,26,0,84,72,12,17,17,0,2,31.3,56.0,11.3,313433.64,176186.2035
W00008988,,oa,144,21,11,10,0,110,49,61,4,1,3,9,14.6,76.4,2.8,312233.1625,175421.56
W00008852,,oa,120,36,15,21,0,69,68,1,11,11,0,4,30.0,57.5,9.2,313125.957,175483.9015
W00008850,,oa,145,85,34,51,1,29,19,10,29,27,2,1,58.6,20.0,20.0,312851.7035,175069.3865
W00008851,,oa,123,63,25,38,0,44,41,3,13,13,0,3,51.2,35.8,10.6,313178.3905,175289.869
W00009740,,oa,230,78,19,59,1,128,83,45,23,21,2,0,33.9,55.7,10.0,313732.13049999997,180986.962
W00010182,,oa,130,114,44,70,0,2,1,1,13,13,0,1,87.7,1.5,10.0,313515.864,180101.947
W00010185,,oa,126,93,16,77,0,12,0,12,21,18,3,0,73.8,9.5,16.7,313946.3905,180156.7875
W00008997,,oa,111,27,8,19,0,69,68,1,14,13,1,1,24.3,62.2,12.6,313218.4035,176745.9945
W00008996,,oa,123,45,15,30,0,66,63,3,11,10,1,1,36.6,53.7,8.9,314072.6685,176728.74
W00008991,,oa,127,119,65,54,0,3,3,0,5,5,0,0,93.7,2.4,3.9,311753.281,175038.2495
W00008990,,oa,132,114,51,63,0,3,2,1,15,9,6,0,86.4,2.3,11.4,311647.3585,175387.06699999998
W00008999,,oa,133,62,28,34,0,58,56,2,11,10,1,2,46.6,43.6,8.3,312709.22849999997,176686.46
W00009751,,oa,184,156,54,102,0,6,5,1,20,17,3,2,84.8,3.3,10.9,314102.877,180424.1145
W00009129,,oa,138,86,49,37,0,12,4,8,33,32,1,7,62.3,8.7,23.9,317673.815,175636.2565
W00008835,,oa,121,63,32,31,0,42,38,4,13,11,2,3,52.1,34.7,10.7,314185.8095,175895.9145
W00008832,,oa,124,71,33,38,2,41,5,36,8,8,0,2,57.3,33.1,6.5,314619.899,176286.5005
W00006526,,oa,128,90,39,51,1,35,16,19,2,1,1,0,70.3,27.3,1.6,312739.32149999996,183448.293
W00009723,,oa,119,72,35,37,0,38,16,22,7,6,1,2,60.5,31.9,5.9,314442,179820.2595
W00009672,,oa,108,4,1,3,0,104,2,102,0,0,0,0,3.7,96.3,0.0,323770.7645,180509.5075
W00009041,,oa,131,59,23,36,0,57,55,2,9,7,2,6,45.0,43.5,6.9,313609.391,177846.16249999998
W00009048,,oa,133,111,56,55,0,4,3,1,14,14,0,4,83.5,3.0,10.5,313928.2355,177361.445
W00009049,,oa,130,9,2,7,0,112,13,99,7,6,1,2,6.9,86.2,5.4,313068.22900000005,177386.2195
W00008946,,oa,171,149,34,115,0,2,1,1,20,20,0,0,87.1,1.2,11.7,312196.56499999994,176312.278
W00009235,,oa,122,91,38,53,1,1,1,0,28,25,3,1,74.6,0.8,23.0,314937.32050000003,178714.517
W00009238,,oa,141,104,47,57,0,21,20,1,13,13,0,3,73.8,14.9,9.2,315275.966,178952.6875
W00009546,,oa,109,95,64,31,0,0,0,0,13,12,1,1,87.2,0.0,11.9,316123.4975,181328.48700000002
W00010163,,oa,116,108,25,83,0,1,0,1,6,6,0,1,93.1,0.9,5.2,312217.7795,181787.278
W00009104,,oa,156,58,16,42,0,35,17,18,59,56,3,4,37.2,22.4,37.8,317546.2325,175039.474
W00009102,,oa,127,85,34,51,0,13,1,12,29,27,2,0,66.9,10.2,22.8,317165.79850000003,175043.2355
W00009057,,oa,127,93,32,61,0,16,6,10,14,12,2,4,73.2,12.6,11.0,314259.7885,177040.8605
W00009050,,oa,116,43,18,25,0,62,13,49,11,9,2,0,37.1,53.4,9.5,313328.2385,177217.52899999998
W00009059,,oa,133,102,57,45,0,21,14,7,6,4,2,4,76.7,15.8,4.5,313086.7175,178629.2005
W00008891,,oa,117,86,39,47,0,15,5,10,16,14,2,0,73.5,12.8,13.7,315722.2025,177157.7595
W00009206,,oa,124,114,47,67,0,3,2,1,4,3,1,3,91.9,2.4,3.2,313587.56649999996,179297.759
W00009208,,oa,137,130,75,55,0,3,0,3,2,2,0,2,94.9,2.2,1.5,313841.3575,178951.543
W00009209,,oa,117,92,44,48,1,2,1,1,22,22,0,0,78.6,1.7,18.8,314082.5415,178977.0845
W00009193,,oa,123,72,42,30,0,1,0,1,47,44,3,3,58.5,0.8,38.2,315784.7955,178010.899
W00009191,,oa,236,159,72,87,2,36,0,36,39,39,0,0,67.4,15.3,16.5,314404.4875,178977.3025
W00009027,,oa,130,45,17,28,0,71,64,7,13,13,0,1,34.6,54.6,10.0,312706.586,175770.09999999998
W00009020,,oa,118,32,9,23,0,70,66,4,12,10,2,4,27.1,59.3,10.2,312787.98549999995,176013.139
W00009029,,oa,121,63,34,29,0,43,41,2,11,9,2,4,52.1,35.5,9.1,313716.968,178417.285
W00009373,,oa,132,106,40,66,2,14,1,13,10,8,2,0,80.3,10.6,7.6,320286.579,181541.89
W00009212,,oa,104,85,34,51,0,1,0,1,18,16,2,0,81.7,1.0,17.3,314304.838,178665.0795
W00009529,,oa,134,124,65,59,0,1,1,0,9,8,1,0,92.5,0.7,6.7,314874.70149999997,182356.24800000002
W00009717,,oa,133,115,50,65,0,2,0,2,15,15,0,1,86.5,1.5,11.3,312990.168,182382.664
W00009718,,oa,141,120,50,70,0,10,1,9,11,10,1,0,85.1,7.1,7.8,313466.506,181823.38400000002
W00010144,,oa,122,109,61,48,0,0,0,0,12,12,0,1,89.3,0.0,9.8,311261.906,178674.0855
W00009347,,oa,98,57,17,40,0,29,28,1,12,10,2,0,58.2,29.6,12.2,320540.631,180522.9605
W00009036,,oa,131,85,40,45,0,37,30,7,9,6,3,0,64.9,28.2,6.9,313391.20550000004,177828.7135
W00009037,,oa,133,71,40,31,0,48,45,3,6,6,0,8,53.4,36.1,4.5,313732.45550000004,177910.90899999999
W00009034,,oa,137,92,43,49,0,22,22,0,21,19,2,2,67.2,16.1,15.3,314229.436,177522.2895
W00009038,,oa,147,30,7,23,1,105,104,1,8,8,0,3,20.4,71.4,5.4,313156.833,178027.58299999998
W00009039,,oa,124,101,25,76,1,8,6,2,14,12,2,0,81.5,6.5,11.3,312707.5725,178080.69900000002
W00009345,,oa,140,70,17,53,1,55,34,21,12,12,0,2,50.0,39.3,8.6,320362.489,180432.419
W00009007,,oa,126,42,25,17,0,77,73,4,7,6,1,0,33.3,61.1,5.6,313841.483,176410.2515
W00009004,,oa,131,43,17,26,0,75,71,4,12,11,1,1,32.8,57.3,9.2,313933.33050000004,176608.1445
W00009005,,oa,128,33,9,24,0,73,70,3,18,17,1,4,25.8,57.0,14.1,313013.30449999997,176483.2135
W00009002,,oa,158,56,21,35,0,88,65,23,12,11,1,2,35.4,55.7,7.6,313562,176536.5
W00009003,,oa,129,50,18,32,0,65,63,2,11,11,0,3,38.8,50.4,8.5,313447.3495,176468.722
W00009001,,oa,128,46,11,35,0,66,64,2,14,14,0,2,35.9,51.6,10.9,313840.67949999997,176802.446
W00009008,,oa,125,32,9,23,1,76,72,4,15,14,1,1,25.6,60.8,12.0,313131.58499999996,176456.374
W00009506,,oa,128,125,63,62,0,0,0,0,2,2,0,1,97.7,0.0,1.6,312542.095,181125.16700000002
W00009769,,oa,122,52,24,28,0,46,46,0,22,18,4,2,42.6,37.7,18.0,315697.001,179673.56050000002
W00008843,,oa,147,46,20,26,0,95,82,13,4,4,0,2,31.3,64.6,2.7,313945.545,175571.6655
W00008842,,oa,130,86,39,47,0,29,28,1,14,9,5,1,66.2,22.3,10.8,312999.08550000004,175627.0885
W00008840,,oa,122,50,20,30,0,56,26,30,14,14,0,2,41.0,45.9,11.5,314329.7525,175628.448
W00008841,,oa,128,85,38,47,0,19,19,0,20,16,4,4,66.4,14.8,15.6,313415.8915,175653.34350000002
W00009016,,oa,103,19,6,13,0,77,77,0,7,6,1,0,18.4,74.8,6.8,312603.45849999995,176048.26799999998
W00009017,,oa,113,90,48,42,0,17,17,0,6,6,0,0,79.6,15.0,5.3,312163.1725,175953.20299999998
W00009015,,oa,137,125,48,77,1,4,1,3,6,5,1,1,91.2,2.9,4.4,311401.2695,175984.3455
W00009013,,oa,134,81,34,47,0,45,45,0,6,6,0,2,60.4,33.6,4.5,313661.74199999997,176140.776
W00009010,,oa,126,32,8,24,0,79,69,10,8,7,1,7,25.4,62.7,6.3,312783.2975,176170.8725
W00009018,,oa,136,42,18,24,0,85,84,1,6,5,1,3,30.9,62.5,4.4,313222.8155,176093.46
W00009511,,oa,140,130,81,49,0,4,0,4,5,5,0,1,92.9,2.9,3.6,313061.8545,180336.83649999998
W00008994,,oa,124,69,27,42,1,41,40,1,12,10,2,1,55.6,33.1,9.7,314139.359,176636.55849999998
W00008998,,oa,156,71,28,43,0,39,36,3,42,37,5,4,45.5,25.0,26.9,314386.791,176744.8205
W00008993,,oa,132,72,35,37,0,41,30,11,17,13,4,2,54.5,31.1,12.9,314215.58400000003,176933.39049999998
W00008853,,oa,135,93,32,61,0,2,1,1,38,37,1,2,68.9,1.5,28.1,315256.38800000004,176840.82
W00008854,,oa,128,112,50,62,0,1,1,0,13,13,0,2,87.5,0.8,10.2,315014.54500000004,176970.495
W00010209,,oa,136,81,38,43,1,38,0,38,14,14,0,2,59.6,27.9,10.3,315424.0895,176375.858
W00008858,,oa,108,93,41,52,0,2,1,1,10,10,0,3,86.1,1.9,9.3,315384.5955,176911
W00008857,,oa,142,76,26,50,1,25,2,23,38,36,2,2,53.5,17.6,26.8,315879.9175,176896.4345
W00009194,,oa,141,111,69,42,0,3,0,3,25,21,4,2,78.7,2.1,17.7,314612.605,178026.1435
W00010231,,oa,104,96,48,48,0,1,0,1,7,7,0,0,92.3,1.0,6.7,314569.44499999995,178473.5
W00010187,,oa,46,41,28,13,0,1,1,0,3,2,1,1,89.1,2.2,6.5,314861.819,178302.24
W00009213,,oa,123,112,69,43,1,1,0,1,7,7,0,2,91.1,0.8,5.7,314758.6125,178544.6785
W00009210,,oa,115,77,30,47,1,2,1,1,34,31,3,1,67.0,1.7,29.6,314297.1705,178925.55349999998
W00009240,,oa,120,84,28,56,1,24,18,6,8,4,4,3,70.0,20.0,6.7,315597.372,178624.519
W00009079,,oa,188,80,37,43,0,64,26,38,41,38,3,3,42.6,34.0,21.8,317051.2955,178740.58250000002
W00009742,,oa,133,122,71,51,0,0,0,0,11,10,1,0,91.7,0.0,8.3,314766.25450000004,181101
W00009741,,oa,138,123,69,54,0,4,2,2,8,8,0,3,89.1,2.9,5.8,314542.9275,181192.45500000002
W00009614,,oa,132,119,53,66,0,1,0,1,11,11,0,1,90.2,0.8,8.3,321291.94299999997,178533.7695
W00009696,,oa,132,97,32,65,0,4,2,2,31,27,4,0,73.5,3.0,23.5,324415.0165,181066.231
W00009062,,oa,140,106,38,68,1,4,2,2,29,27,2,0,75.7,2.9,20.7,314267.6665,178366.38549999997
W00008824,,oa,174,70,25,45,0,97,43,54,6,5,1,1,40.2,55.7,3.4,314666.615,175927.576
W00009752,,oa,99,90,77,13,2,1,0,1,6,6,0,0,90.9,1.0,6.1,314590.151,180617.19050000003
W00009753,,oa,112,87,52,35,2,2,0,2,20,20,0,1,77.7,1.8,17.9,315401.70149999997,180394.6745
W00009221,,oa,116,73,21,52,0,31,22,9,9,9,0,3,62.9,26.7,7.8,316192.978,178705.49349999998
W00008886,,oa,128,119,63,56,0,2,0,2,6,6,0,1,93.0,1.6,4.7,315514.277,177260.429
W00008809,,oa,131,15,12,3,0,60,37,23,45,45,0,11,11.5,45.8,34.4,318418.85,175519.956
W00009239,,oa,121,56,23,33,0,52,47,5,10,10,0,3,46.3,43.0,8.3,316110.84349999996,178779.4765
W00009544,,oa,118,113,63,50,0,1,0,1,4,4,0,0,95.8,0.8,3.4,316477.767,181060.35950000002
W00009738,,oa,116,112,73,39,0,1,1,0,3,2,1,0,96.6,0.9,2.6,316114.048,179320.3985
W00009739,,oa,136,126,71,55,0,3,3,0,7,5,2,0,92.6,2.2,5.1,314383.476,181352.9345
W00009054,,oa,136,124,60,64,1,2,1,1,9,8,1,0,91.2,1.5,6.6,314198.269,177282.2935
W00009055,,oa,166,112,50,62,0,38,4,34,16,16,0,0,67.5,22.9,9.6,314501.5235,177322.87699999998
W00009053,,oa,118,81,40,41,1,6,1,5,29,26,3,1,68.6,5.1,24.6,314482.15650000004,177124.8505
W00009058,,oa,143,95,52,43,1,6,2,4,40,39,1,1,66.4,4.2,28.0,314632.49950000003,177065.68099999998
W00008895,,oa,119,88,33,55,0,3,0,3,27,24,3,1,73.9,2.5,22.7,316111.797,176971.56949999998
W00008892,,oa,118,107,55,52,0,3,2,1,5,4,1,3,90.7,2.5,4.2,315435.968,177152.6755
W00009202,,oa,114,97,33,64,1,0,0,0,16,15,1,0,85.1,0.0,14.0,314686.6625,177478.9535
W00009207,,oa,119,104,43,61,1,0,0,0,13,12,1,1,87.4,0.0,10.9,314403.79500000004,178929.065
W00009200,,oa,121,109,59,50,0,1,1,0,10,10,0,1,90.1,0.8,8.3,315199.2875,177759.01
W00009280,,oa,126,117,55,62,1,2,1,1,4,3,1,2,92.9,1.6,3.2,317756.3955,182344.42450000002
W00009707,,oa,113,1,1,0,0,107,5,102,5,5,0,0,0.9,94.7,4.4,323681.294,180667.1875
W00009465,,oa,141,33,18,15,0,11,0,11,95,88,7,2,23.4,7.8,67.4,318712.5145,177906.05
W00009708,,oa,113,2,1,1,0,111,4,107,0,0,0,0,1.8,98.2,0.0,323901.11600000004,180559.4105
W00009192,,oa,129,90,55,35,0,9,1,8,26,22,4,4,69.8,7.0,20.2,315387.1675,178186.516
W00009211,,oa,112,102,51,51,0,1,0,1,9,6,3,0,91.1,0.9,8.0,314165.5015,178740.23599999998
W00009520,,oa,116,110,58,52,0,0,0,0,5,4,1,1,94.8,0.0,4.3,315489.50450000004,182085.73450000002
W00008868,,oa,151,93,42,51,2,12,2,10,41,39,2,3,61.6,7.9,27.2,315925.61600000004,176631.4385
W00009531,,oa,123,116,76,40,0,2,1,1,5,4,1,0,94.3,1.6,4.1,314661.57050000003,181469.217
W00009634,,oa,120,95,41,54,0,9,3,6,15,12,3,1,79.2,7.5,12.5,320458.7025,176702.59149999998
W00009165,,oa,114,106,56,50,0,0,0,0,7,7,0,1,93.0,0.0,6.1,316075.29,180537.25449999998
W00009168,,oa,115,103,72,31,0,1,0,1,10,8,2,1,89.6,0.9,8.7,315922.42850000004,180389.313
W00008874,,oa,141,103,48,55,0,3,2,1,33,33,0,2,73.0,2.1,23.4,316136.777,176466.9045
W00009768,,oa,133,112,69,43,1,3,2,1,16,15,1,1,84.2,2.3,12.0,315530.091,179786.03
W00008933,,oa,124,37,17,20,1,2,1,1,83,78,5,1,29.8,1.6,66.9,317956.137,177979.425
W00009099,,oa,117,99,46,53,0,1,0,1,16,11,5,1,84.6,0.9,13.7,318205.2675,174959.15600000002
W00009320,,oa,118,60,19,41,0,43,35,8,14,14,0,1,50.8,36.4,11.9,322409.5,181614.28399999999
W00009275,,oa,111,100,48,52,0,1,1,0,8,8,0,2,90.1,0.9,7.2,317637.924,182598.9725
W00009273,,oa,118,88,34,54,2,6,0,6,20,18,2,2,74.6,5.1,16.9,317153.67449999996,182900.342
W00009519,,oa,121,108,70,38,0,2,0,2,11,10,1,0,89.3,1.7,9.1,315765.748,182039.057
W00008790,,oa,131,28,7,21,1,41,7,34,59,59,0,2,21.4,31.3,45.0,319344.72250000003,176509.1485
W00008607,,oa,162,141,79,62,1,8,3,5,10,8,2,2,87.0,4.9,6.2,327037.3645,181138.44449999998
W00008605,,oa,123,107,56,51,0,4,2,2,9,6,3,3,87.0,3.3,7.3,324377.4535,184327.44650000002
W00009694,,oa,140,84,37,47,0,37,32,5,17,14,3,2,60.0,26.4,12.1,323066.8495,181184.75449999998
W00009715,,oa,131,6,1,5,0,117,9,108,8,4,4,0,4.6,89.3,6.1,322912.62049999996,179825.93349999998
W00009698,,oa,117,78,17,61,8,12,3,9,18,17,1,1,66.7,10.3,15.4,324396.7885,180913.8805
W00009692,,oa,142,119,32,87,0,2,0,2,21,20,1,0,83.8,1.4,14.8,324471.79099999997,181346.5565
W00010183,,oa,114,88,7,81,0,2,1,1,24,23,1,0,77.2,1.8,21.1,324335.07200000004,179931.04950000002
W00009669,,oa,193,6,0,6,0,182,10,172,3,1,2,2,3.1,94.3,1.6,323858.101,180837.9585
W00009677,,oa,132,114,37,77,0,0,0,0,18,16,2,0,86.4,0.0,13.6,324353.5775,181662.546
W00009671,,oa,107,3,0,3,0,102,8,94,2,2,0,0,2.8,95.3,1.9,324123.7265,180677.01549999998
W00009679,,oa,158,133,40,93,3,3,0,3,18,17,1,1,84.2,1.9,11.4,324410.017,181503.9385
W00009705,,oa,118,105,20,85,1,0,0,0,12,10,2,0,89.0,0.0,10.2,324524.2295,180737.505
W00009703,,oa,100,3,0,3,0,91,3,88,5,5,0,1,3.0,91.0,5.0,324094.091,180919.69900000002
W00009701,,oa,106,44,24,20,0,52,48,4,7,7,0,3,41.5,49.1,6.6,323023.8375,180642.7405
W00009714,,oa,113,70,27,43,0,28,21,7,12,12,0,3,61.9,24.8,10.6,323083.586,180069.5975
W00009681,,oa,128,47,19,28,0,60,54,6,16,16,0,5,36.7,46.9,12.5,323077.0335,180988.059
W00009523,,oa,221,202,87,115,2,4,2,2,11,9,2,2,91.4,1.8,5.0,315558.047,183356.4475
W00009375,,oa,185,159,76,83,0,15,15,0,9,6,3,2,85.9,8.1,4.9,311308.50899999996,183743.306
W00009761,,oa,119,98,40,58,0,11,9,2,8,8,0,2,82.4,9.2,6.7,314613.65650000004,180004.402
W00009605,,oa,132,112,53,59,0,1,0,1,19,16,3,0,84.8,0.8,14.4,322230.234,179063.18550000002
W00009328,,oa,140,127,68,59,0,2,2,0,9,9,0,2,90.7,1.4,6.4,322704.703,181379.19449999998
W00009087,,oa,129,73,37,36,1,2,0,2,51,48,3,2,56.6,1.6,39.5,317650.414,178851.8775
W00009089,,oa,113,36,14,22,1,6,0,6,66,61,5,4,31.9,5.3,58.4,317821.06799999997,178825.85950000002
W00009384,,oa,130,114,74,40,0,3,2,1,11,10,1,2,87.7,2.3,8.5,311085.843,181762.2505
W00006518,,oa,146,96,40,56,1,11,6,5,37,30,7,1,65.8,7.5,25.3,312191.46550000005,183384.202
W00006524,,oa,132,95,42,53,0,27,8,19,9,8,1,1,72.0,20.5,6.8,311964.7435,183804.6335
W00008959,,oa,120,104,66,38,0,1,0,1,15,14,1,0,86.7,0.8,12.5,318352.28449999995,180532.70150000002
W00009260,,oa,125,72,32,40,0,36,35,1,13,12,1,4,57.6,28.8,10.4,317763.517,181121.8965
W00009719,,oa,133,46,13,33,1,71,1,70,13,10,3,2,34.6,53.4,9.8,314204.39650000003,182708.2035
W00009349,,oa,154,100,39,61,0,33,30,3,17,15,2,4,64.9,21.4,11.0,319784,180548.9815
W00009265,,oa,129,86,26,60,1,0,0,0,41,37,4,1,66.7,0.0,31.8,317654.65150000004,183316.4185
W00009712,,oa,136,82,40,42,0,32,23,9,20,19,1,2,60.3,23.5,14.7,323316.1975,180259.293
W00009183,,oa,163,155,68,87,0,0,0,0,6,6,0,2,95.1,0.0,3.7,318101.90650000004,183206.35
W00009688,,oa,135,117,37,80,2,1,1,0,14,13,1,1,86.7,0.7,10.4,325172.588,180975.974
W00009176,,oa,157,141,80,61,0,2,2,0,10,10,0,4,89.8,1.3,6.4,317936.31350000005,183488.78149999998
W00009177,,oa,129,105,56,49,3,7,7,0,10,8,2,4,81.4,5.4,7.8,318901.564,183262.72950000002
