area_code,area_name,census_geography,all_families,no_children,one_child_under_4,one_child_5_to_11,one_child_12_to_18,two_children_under_4,two_children_5_to_11,two_children_12_to_18,three_children_under_4,three_children_5_to_11,three_children_12_to_18,one_child_all,two_children_all,three_children_all,one_child_all_perc,two_children_all_perc,three_children_all_perc,centroid_x,centroid_y
W00010206,,oa,45,14,9,2,5,1,2,1,7,3,1,16,4,11,35.6,8.9,24.4,319304.767,176456.4745
W00009253,,oa,91,47,11,1,7,7,4,1,7,4,2,19,12,13,20.9,13.2,14.3,317632.651,181380
W00009565,,oa,99,42,11,6,6,10,5,4,11,4,0,23,19,15,23.2,19.2,15.2,317217.14650000003,176257.39049999998
W00009562,,oa,47,18,13,1,1,3,0,2,5,4,0,15,5,9,31.9,10.6,19.1,317133.435,176385.84649999999
W00009561,,oa,65,35,5,3,3,3,8,1,4,3,0,11,12,7,16.9,18.5,10.8,316758.5825,176268.4535
W00009667,,oa,64,37,7,2,2,5,5,1,2,2,1,11,11,5,17.2,17.2,7.8,320395.52749999997,176889.14549999998
W00009661,,oa,70,42,11,2,5,5,3,1,1,0,0,18,9,1,25.7,12.9,1.4,320272.3345,177169.293
W00010117,,oa,37,29,2,1,1,4,0,0,0,0,0,4,4,0,10.8,10.8,0.0,317907.454,177159.7735
W00009123,,oa,124,39,12,12,12,7,11,3,20,7,1,36,21,28,29.0,16.9,22.6,317462.36199999996,175758.7145
W00009396,,oa,92,59,6,4,5,8,2,3,3,2,0,15,13,5,16.3,14.1,5.4,319570.9385,178291.9025
W00010214,,oa,88,46,15,2,3,15,2,2,2,0,1,20,19,3,22.7,21.6,3.4,316775.7365,181228.03
W00010211,,oa,42,27,8,1,1,4,0,1,0,0,0,10,5,0,23.8,11.9,0.0,317607.6495,173252.3555
W00009574,,oa,88,38,12,6,6,4,6,2,9,5,0,24,12,14,27.3,13.6,15.9,317353.11,176028.103
W00009572,,oa,66,45,4,3,2,4,0,1,4,3,0,9,5,7,13.6,7.6,10.6,317830.19550000003,176015.05550000002
W00009573,,oa,80,37,7,5,4,5,5,2,12,2,1,16,12,15,20.0,15.0,18.8,317446.047,176081
W00009570,,oa,102,50,14,4,6,8,5,1,8,6,0,24,14,14,23.5,13.7,13.7,317602.0985,176054.753
W00009578,,oa,81,52,4,3,10,10,2,0,0,0,0,17,12,0,21.0,14.8,0.0,316689.83999999997,177465.6665
W00009136,,oa,93,41,13,3,7,14,5,0,9,1,0,23,19,10,24.7,20.4,10.8,317518.71849999996,175488.585
W00009135,,oa,87,33,15,2,3,8,2,4,12,7,1,20,14,20,23.0,16.1,23.0,317761.55350000004,175488.276
W00009132,,oa,77,30,9,3,2,9,5,3,10,4,2,14,17,16,18.2,22.1,20.8,317794.0555,175342.138
W00009133,,oa,92,60,5,3,5,3,7,1,7,1,0,13,11,8,14.1,12.0,8.7,317044.68799999997,175367.3495
W00008882,,oa,74,46,8,1,4,2,2,3,5,3,0,13,7,8,17.6,9.5,10.8,316460.32550000004,176111.6825
W00008880,,oa,92,41,11,6,7,13,5,1,4,4,0,24,19,8,26.1,20.7,8.7,316520.409,176247.961
W00009477,,oa,124,81,5,5,13,2,5,5,5,3,0,23,12,8,18.5,9.7,6.5,323255.925,181615.6195
W00009233,,oa,107,67,3,5,12,3,7,2,6,1,1,20,12,8,18.7,11.2,7.5,316575.0075,179084.0775
W00009543,,oa,103,60,6,5,7,7,9,5,2,2,0,18,21,4,17.5,20.4,3.9,316590.19499999995,181193.52850000001
W00009732,,oa,59,40,5,0,2,3,5,1,1,2,0,7,9,3,11.9,15.3,5.1,316436.4885,179673.082
W00009647,,oa,89,25,8,11,11,5,9,3,14,3,0,30,17,17,33.7,19.1,19.1,320147.25,175626.0005
W00009649,,oa,89,41,5,6,10,10,7,1,4,5,0,21,18,9,23.6,20.2,10.1,320938.042,177636.9595
W00008979,,oa,83,56,0,7,4,4,6,3,1,2,0,11,13,3,13.3,15.7,3.6,319440.0145,181969.0655
W00009105,,oa,106,36,8,8,9,7,4,2,21,9,2,25,13,32,23.6,12.3,30.2,317665.876,175084.346
W00009363,,oa,42,29,10,0,1,1,1,0,0,0,0,11,2,0,26.2,4.8,0.0,319969.3765,179742.14250000002
W00008899,,oa,40,29,3,2,1,2,1,1,0,1,0,6,4,1,15.0,10.0,2.5,317943.82999999996,177800.701
W00008818,,oa,103,46,11,4,4,2,3,4,21,6,2,19,9,29,18.4,8.7,28.2,318713.828,175089.338
W00009365,,oa,78,46,6,5,7,7,3,2,1,1,0,18,12,2,23.1,15.4,2.6,320222.8635,179556.27750000003
W00009369,,oa,127,70,9,4,12,10,6,7,4,4,1,25,23,9,19.7,18.1,7.1,320144.868,181780.8825
W00009285,,oa,104,51,9,9,6,12,6,3,4,4,0,24,21,8,23.1,20.2,7.7,316964.121,182274.0185
W00009284,,oa,99,45,7,5,11,7,9,3,4,6,2,23,19,12,23.2,19.2,12.1,317268.3225,182253.8075
W00009288,,oa,84,41,6,5,10,8,5,2,5,0,2,21,15,7,25.0,17.9,8.3,316683.201,182225.4975
W00009558,,oa,75,45,11,9,1,3,2,2,2,0,0,21,7,2,28.0,9.3,2.7,316723.3415,176640.4325
W00010224,,oa,53,17,12,2,3,8,1,1,6,3,0,17,10,9,32.1,18.9,17.0,317591.03500000003,175741.638
W00009706,,oa,100,32,18,3,10,19,6,1,9,2,0,31,26,11,31.0,26.0,11.0,324139.6675,180590.1265
W00009653,,oa,92,36,7,6,8,9,10,4,8,1,3,21,23,12,22.8,25.0,13.0,321162.1365,177422.6955
W00010176,,oa,115,59,21,6,5,12,4,2,5,1,0,32,18,6,27.8,15.7,5.2,316868.773,181118.6445
W00010173,,oa,50,34,10,0,1,2,1,1,1,0,0,11,4,1,22.0,8.0,2.0,317284.35349999997,174033.1485
W00009110,,oa,97,45,6,1,7,8,10,3,10,7,0,14,21,17,14.4,21.6,17.5,317837.5365,174869.299
W00009290,,oa,77,39,6,5,11,5,4,2,3,1,1,22,11,5,28.6,14.3,6.5,316687.0245,182032.40899999999
W00009521,,oa,86,65,3,1,5,5,4,2,0,1,0,9,11,1,10.5,12.8,1.2,316369.614,182160.18300000002
W00009624,,oa,119,49,19,8,11,6,9,4,9,4,0,38,19,13,31.9,16.0,10.9,322459.576,179437.9505
W00009629,,oa,102,52,9,4,7,9,6,6,3,4,2,20,21,9,19.6,20.6,8.8,320230.017,176771.6165
W00008955,,oa,100,57,6,2,8,8,8,5,4,2,0,16,21,6,16.0,21.0,6.0,319052.373,181045.1645
W00008958,,oa,77,55,1,2,5,0,3,5,1,4,1,8,8,6,10.4,10.4,7.8,319362.7735,180670.72
W00009340,,oa,97,32,13,11,6,8,4,2,15,5,1,30,14,21,30.9,14.4,21.6,320710.4275,181084.886
W00009082,,oa,76,32,11,8,8,3,2,3,5,4,0,27,8,9,35.5,10.5,11.8,317230.4515,179105.7495
W00010157,,oa,94,41,8,7,7,9,5,2,10,5,0,22,16,15,23.4,17.0,16.0,321673.966,182049.0765
W00008927,,oa,49,34,4,0,1,3,2,1,3,1,0,5,6,4,10.2,12.2,8.2,317853.77099999995,178028.776
W00008925,,oa,58,42,3,0,5,2,1,1,3,1,0,8,4,4,13.8,6.9,6.9,317923.1355,178189.0755
W00008877,,oa,85,56,2,2,3,9,5,0,3,5,0,7,14,8,8.2,16.5,9.4,316610.664,176459.511
W00008875,,oa,90,61,8,3,4,3,2,2,4,3,0,15,7,7,16.7,7.8,7.8,316361.83499999996,176436.631
W00008878,,oa,73,38,8,2,3,4,8,2,3,5,0,13,14,8,17.8,19.2,11.0,316275.069,176362.263
W00009083,,oa,72,49,6,3,6,2,2,0,2,2,0,15,4,4,20.8,5.6,5.6,317672.8985,179016.201
W00009081,,oa,69,46,7,4,4,2,4,1,1,0,0,15,7,1,21.7,10.1,1.4,317300.5,178542.70299999998
W00009263,,oa,132,53,11,7,13,14,15,7,8,4,0,31,36,12,23.5,27.3,9.1,317250.283,183557.02250000002
W00009500,,oa,91,48,9,4,8,4,8,6,3,1,0,21,18,4,23.1,19.8,4.4,319942.10699999996,182070.146
W00009582,,oa,76,43,6,3,5,8,4,3,1,2,1,14,15,4,18.4,19.7,5.3,316894.7595,177232.5215
W00009584,,oa,72,47,6,3,1,4,4,3,3,1,0,10,11,4,13.9,15.3,5.6,316415.05,177158.505
W00009583,,oa,83,57,8,4,3,4,1,0,5,1,0,15,5,6,18.1,6.0,7.2,316567.5265,177137.0455
W00009589,,oa,70,45,7,2,4,4,3,2,2,1,0,13,9,3,18.6,12.9,4.3,316699.966,177021.6775
W00009456,,oa,55,30,3,3,2,5,3,2,3,4,0,8,10,7,14.5,18.2,12.7,318654.4305,178264.0365
W00009457,,oa,67,41,5,2,2,5,4,3,2,2,1,9,12,5,13.4,17.9,7.5,318814.99950000003,178315.089
W00009452,,oa,72,31,9,6,7,6,4,1,2,5,1,22,11,8,30.6,15.3,11.1,318577.6645,178500.68300000002
W00009453,,oa,97,46,12,3,5,9,8,5,5,3,1,20,22,9,20.6,22.7,9.3,318679.136,178622.986
W00008782,,oa,73,40,7,1,5,8,6,1,2,1,2,13,15,5,17.8,20.5,6.8,319789.7835,176961.87099999998
W00009682,,oa,109,46,10,6,16,12,3,2,3,11,0,32,17,14,29.4,15.6,12.8,323213.6435,181075
W00009174,,oa,112,60,2,7,12,8,10,6,5,2,0,21,24,7,18.8,21.4,6.3,317053.38800000004,180160.32150000002
W00009173,,oa,85,54,4,1,4,7,4,5,3,2,1,9,16,6,10.6,18.8,7.1,317354.99,180180.7095
W00009179,,oa,106,67,5,3,10,4,6,8,1,2,0,18,18,3,17.0,17.0,2.8,318198.4255,182883.8185
W00009097,,oa,70,40,11,0,2,9,3,1,3,1,0,13,13,4,18.6,18.6,5.7,317460.7885,175218.83299999998
W00009096,,oa,81,34,15,6,5,4,6,2,7,1,1,26,12,9,32.1,14.8,11.1,317932.4895,175206.45899999997
W00009095,,oa,94,43,10,5,5,13,12,2,3,1,0,20,27,4,21.3,28.7,4.3,317632.92350000003,175299.842
W00009092,,oa,69,51,10,2,2,4,0,0,0,0,0,14,4,0,20.3,5.8,0.0,318017.869,173723.8965
W00010229,,oa,41,19,1,2,3,3,4,0,3,5,1,6,7,9,14.6,17.1,22.0,319188.882,178856.7685
W00010226,,oa,57,33,4,3,4,5,1,2,3,1,1,11,8,5,19.3,14.0,8.8,317024.5,178592.46000000002
W00010222,,oa,100,60,6,0,9,5,7,6,5,1,1,15,18,7,15.0,18.0,7.0,316776.75,181602.273
W00010220,,oa,69,44,3,4,7,2,2,2,4,0,1,14,6,5,20.3,8.7,7.2,317094.297,178416.89
W00009276,,oa,109,69,5,2,7,5,8,8,4,1,0,14,21,5,12.8,19.3,4.6,318060.7065,182439.6615
W00009272,,oa,94,51,7,7,12,5,3,6,1,2,0,26,14,3,27.7,14.9,3.2,317847.88300000003,182844.252
W00009271,,oa,82,57,6,3,6,2,3,4,0,1,0,15,9,1,18.3,11.0,1.2,317624.0315,182831.727
W00009278,,oa,76,48,4,3,6,8,6,1,0,0,0,13,15,0,17.1,19.7,0.0,316650.64249999996,182516.93050000002
W00009596,,oa,70,41,6,2,4,6,3,2,4,2,0,12,11,6,17.1,15.7,8.6,317173.643,176671.193
W00009595,,oa,91,55,11,0,7,7,6,2,3,0,0,18,15,3,19.8,16.5,3.3,317241.79099999997,176690.02049999998
W00009593,,oa,60,34,0,2,9,3,1,2,4,4,1,11,6,9,18.3,10.0,15.0,316912.1,176863.1295
W00009592,,oa,68,54,3,2,2,0,3,2,0,2,0,7,5,2,10.3,7.4,2.9,317368.15150000004,176975.072
W00009590,,oa,71,35,4,1,5,6,7,2,4,6,1,10,15,11,14.1,21.1,15.5,317021,176970.6225
W00008793,,oa,89,35,7,5,7,9,6,4,13,2,1,19,19,16,21.3,21.3,18.0,319211.114,176305.49349999998
W00010210,,oa,30,27,1,0,1,1,0,0,0,0,0,2,1,0,6.7,3.3,0.0,320840.70550000004,170171.3125
W00009067,,oa,83,37,6,2,5,5,12,7,5,4,0,13,24,9,15.7,28.9,10.8,313887.9035,178316.142
W00009066,,oa,78,53,6,4,3,3,2,3,2,2,0,13,8,4,16.7,10.3,5.1,313234.31299999997,178405.56449999998
W00009063,,oa,64,38,5,4,6,3,3,2,2,1,0,15,8,3,23.4,12.5,4.7,313429.1455,178635.05550000002
W00009064,,oa,92,46,7,3,10,6,4,5,5,5,1,20,15,11,21.7,16.3,12.0,313876.3955,178402.72350000002
W00009060,,oa,90,50,11,5,8,6,7,3,0,0,0,24,16,0,26.7,17.8,0.0,313490.177,178921.14750000002
W00009065,,oa,90,45,9,4,10,7,3,3,6,3,0,23,13,9,25.6,14.4,10.0,313955.1315,178147.2225
W00009061,,oa,77,54,8,2,4,1,4,2,1,1,0,14,7,2,18.2,9.1,2.6,314051.5565,178633.8935
W00009068,,oa,69,39,7,4,5,4,3,2,5,0,0,16,9,5,23.2,13.0,7.2,314192.515,178184.33299999998
W00008827,,oa,112,64,7,3,15,8,5,3,3,2,2,25,16,7,22.3,14.3,6.3,312293.298,175155.2585
W00008826,,oa,109,38,22,10,8,17,3,0,10,1,0,40,20,11,36.7,18.3,10.1,312646.07149999996,175021.06650000002
W00009069,,oa,86,45,7,7,8,8,2,1,3,5,0,22,11,8,25.6,12.8,9.3,313118.7405,178201.0325
W00008822,,oa,86,54,4,2,8,4,3,3,6,2,0,14,10,8,16.3,11.6,9.3,314389.8835,176524.186
W00008825,,oa,80,50,9,3,6,4,2,3,3,0,0,18,9,3,22.5,11.3,3.8,313409.65599999996,175793.2355
W00008823,,oa,91,44,4,5,8,7,6,1,11,5,0,17,14,16,18.7,15.4,17.6,313776.49,175953.5635
W00008821,,oa,163,81,14,11,24,14,8,4,2,4,1,49,26,7,30.1,16.0,4.3,312288.457,174928.97950000002
W00008828,,oa,85,47,7,8,5,6,7,0,4,1,0,20,13,5,23.5,15.3,5.9,313046.153,174822.3985
W00008829,,oa,92,53,7,2,8,6,4,7,3,1,1,17,17,5,18.5,18.5,5.4,314986.586,176332.104
W00009385,,oa,101,46,5,3,11,8,12,9,1,5,1,19,29,7,18.8,28.7,6.9,311880.402,183522.8985
W00005992,,oa,120,73,2,4,17,3,8,4,5,3,1,23,15,9,19.2,12.5,7.5,310961.67350000003,171845.64299999998
W00005765,,oa,103,72,2,7,7,3,3,2,3,3,1,16,8,7,15.5,7.8,6.8,314624.11600000004,173765.6015
W00009854,,oa,79,44,5,0,9,4,8,4,3,2,0,14,16,5,17.7,20.3,6.3,312331.7975,174390.93550000002
W00005995,,oa,93,72,2,1,5,5,6,0,1,1,0,8,11,2,8.6,11.8,2.2,312051.858,173196.1255
W00005994,,oa,98,68,3,5,8,1,3,6,1,3,0,16,10,4,16.3,10.2,4.1,311840.292,172839.0515
W00005990,,oa,94,68,5,3,5,3,4,1,2,3,0,13,8,5,13.8,8.5,5.3,312276.6975,173635.64549999998
W00005882,,oa,131,76,6,5,13,7,11,9,1,2,1,24,27,4,18.3,20.6,3.1,310169.1555,176797.0515
W00009046,,oa,50,29,5,2,2,7,1,0,3,1,0,9,8,4,18.0,16.0,8.0,313890.7605,177727.359
W00009047,,oa,72,38,9,4,3,5,3,3,5,2,0,16,11,7,22.2,15.3,9.7,313262.118,177495.484
W00009044,,oa,47,30,7,3,2,4,1,0,0,0,0,12,5,0,25.5,10.6,0.0,313442.9695,177573.086
W00008995,,oa,94,34,9,4,22,5,4,1,10,4,1,35,10,15,37.2,10.6,16.0,313470.4755,176713.7035
W00008992,,oa,102,47,4,9,10,9,5,7,4,6,1,23,21,11,22.5,20.6,10.8,313432.0775,177003.41749999998
W00008820,,oa,149,69,11,9,11,16,12,4,11,6,0,31,32,17,20.8,21.5,11.4,313179.507,175032.7625
W00008836,,oa,59,27,4,3,5,3,5,3,4,3,2,12,11,9,20.3,18.6,15.3,314101.182,175995.175
W00009072,,oa,81,46,13,4,6,3,2,3,4,0,0,23,8,4,28.4,9.9,4.9,312835.4135,178020.21649999998
W00009070,,oa,80,37,1,6,6,7,10,4,5,3,1,13,21,9,16.3,26.3,11.3,313335.8785,178134.2005
W00009071,,oa,59,30,6,3,4,5,7,0,2,0,2,13,12,4,22.0,20.3,6.8,313534.52599999995,178085.0415
W00008837,,oa,106,46,9,8,11,7,7,2,12,4,0,28,16,16,26.4,15.1,15.1,313838.68,175775.215
W00008834,,oa,70,31,5,2,6,11,5,2,6,2,0,13,18,8,18.6,25.7,11.4,313891.24199999997,175936.9945
W00008844,,oa,82,40,5,3,10,6,4,3,7,4,0,18,13,11,22.0,15.9,13.4,312806.19,175489.0855
W00009011,,oa,91,28,14,7,8,13,5,8,6,2,0,29,26,8,31.9,28.6,8.8,313033.60250000004,176265.945
W00010192,,oa,96,40,14,8,12,8,8,3,2,1,0,34,19,3,35.4,19.8,3.1,313682.30350000004,179748.2875
W00008987,,oa,94,40,4,6,11,11,10,3,3,6,0,21,24,9,22.3,25.5,9.6,312666.0635,175577.414
W00008986,,oa,102,39,8,6,8,16,6,2,12,3,2,22,24,17,21.6,23.5,16.7,312798.2255,176503.8355
W00008985,,oa,109,44,5,5,12,9,2,0,15,14,3,22,11,32,20.2,10.1,29.4,312958.51399999997,176743.298
W00008989,,oa,102,63,6,2,12,4,7,1,7,0,0,20,12,7,19.6,11.8,6.9,311895.342,175389.739
W00008984,,oa,108,53,11,5,5,8,15,7,3,1,0,21,30,4,19.4,27.8,3.7,311414.59900000005,175638.66499999998
W00008983,,oa,89,63,3,3,9,2,6,2,1,0,0,15,10,1,16.9,11.2,1.1,311748.323,175914.253
W00008982,,oa,89,57,5,2,6,6,7,3,1,2,0,13,16,3,14.6,18.0,3.4,313281.7855,175952.5785
W00008981,,oa,105,35,17,5,14,7,10,8,8,1,0,36,25,9,34.3,23.8,8.6,313433.64,176186.2035
W00008988,,oa,55,32,3,1,8,4,3,1,2,1,0,12,8,3,21.8,14.5,5.5,312233.1625,175421.56
W00008852,,oa,57,24,10,3,4,5,5,0,5,1,0,17,10,6,29.8,17.5,10.5,313125.957,175483.9015
W00008850,,oa,105,50,10,6,11,4,7,4,7,4,2,27,15,13,25.7,14.3,12.4,312851.7035,175069.3865
W00008851,,oa,81,38,7,2,11,6,6,1,5,3,2,20,13,10,24.7,16.0,12.3,313178.3905,175289.869
W00009740,,oa,100,44,16,6,7,13,3,1,8,2,0,29,17,10,29.0,17.0,10.0,313732.13049999997,180986.962
W00010182,,oa,104,40,15,7,6,9,14,9,1,3,0,28,32,4,26.9,30.8,3.8,313515.864,180101.947
W00010185,,oa,94,42,18,6,6,9,10,0,2,1,0,30,19,3,31.9,20.2,3.2,313946.3905,180156.7875
W00008997,,oa,95,28,17,8,11,11,4,5,7,4,0,36,20,11,37.9,21.1,11.6,313218.4035,176745.9945
W00008996,,oa,83,35,14,10,7,9,3,3,1,1,0,31,15,2,37.3,18.1,2.4,314072.6685,176728.74
W00008991,,oa,102,59,4,5,10,5,4,4,4,6,1,19,13,11,18.6,12.7,10.8,311753.281,175038.2495
W00008990,,oa,93,59,5,3,6,4,11,4,1,0,0,14,19,1,15.1,20.4,1.1,311647.3585,175387.06699999998
W00008999,,oa,102,46,6,8,5,13,3,5,12,2,2,19,21,16,18.6,20.6,15.7,312709.22849999997,176686.46
W00009751,,oa,138,63,10,10,8,8,11,13,5,10,0,28,32,15,20.3,23.2,10.9,314102.877,180424.1145
W00009129,,oa,91,35,12,6,9,5,3,2,11,7,1,27,10,19,29.7,11.0,20.9,317673.815,175636.2565
W00008835,,oa,99,47,4,2,10,4,4,6,16,5,1,16,14,22,16.2,14.1,22.2,314185.8095,175895.9145
W00008832,,oa,84,47,6,3,7,4,4,4,6,3,0,16,12,9,19.0,14.3,10.7,314619.899,176286.5005
W00006526,,oa,103,57,5,5,12,5,9,4,2,4,0,22,18,6,21.4,17.5,5.8,312739.32149999996,183448.293
W00009723,,oa,88,41,2,7,11,8,5,8,1,4,1,20,21,6,22.7,23.9,6.8,314442,179820.2595
W00009672,,oa,89,21,18,6,8,4,7,5,13,6,1,32,16,20,36.0,18.0,22.5,323770.7645,180509.5075
W00009041,,oa,66,42,3,1,6,4,3,1,4,2,0,10,8,6,15.2,12.1,9.1,313609.391,177846.16249999998
W00009048,,oa,98,59,4,2,12,4,7,3,4,2,1,18,14,7,18.4,14.3,7.1,313928.2355,177361.445
W00009049,,oa,87,23,6,10,12,7,12,5,5,7,0,28,24,12,32.2,27.6,13.8,313068.22900000005,177386.2195
W00008946,,oa,140,60,18,10,17,11,9,6,6,1,2,45,26,9,32.1,18.6,6.4,312196.56499999994,176312.278
W00009235,,oa,87,49,6,5,6,8,5,2,3,3,0,17,15,6,19.5,17.2,6.9,314937.32050000003,178714.517
W00009238,,oa,94,59,5,3,7,5,6,4,3,2,0,15,15,5,16.0,16.0,5.3,315275.966,178952.6875
W00009546,,oa,77,58,1,0,8,1,4,3,1,1,0,9,8,2,11.7,10.4,2.6,316123.4975,181328.48700000002
W00010163,,oa,105,28,8,4,10,18,20,5,7,5,0,22,43,12,21.0,41.0,11.4,312217.7795,181787.278
W00009104,,oa,89,37,10,7,3,13,3,1,6,9,0,20,17,15,22.5,19.1,16.9,317546.2325,175039.474
W00009102,,oa,73,37,9,1,10,6,4,2,4,0,0,20,12,4,27.4,16.4,5.5,317165.79850000003,175043.2355
W00009057,,oa,92,49,9,3,12,10,2,2,4,1,0,24,14,5,26.1,15.2,5.4,314259.7885,177040.8605
W00009050,,oa,80,39,2,4,9,3,9,4,7,3,0,15,16,10,18.8,20.0,12.5,313328.2385,177217.52899999998
W00009059,,oa,90,58,4,7,4,10,5,1,0,1,0,15,16,1,16.7,17.8,1.1,313086.7175,178629.2005
W00008891,,oa,60,36,7,6,2,3,4,2,0,0,0,15,9,0,25.0,15.0,0.0,315722.2025,177157.7595
W00009206,,oa,96,53,7,2,11,6,10,6,0,1,0,20,22,1,20.8,22.9,1.0,313587.56649999996,179297.759
W00009208,,oa,113,77,1,2,13,5,7,2,3,3,0,16,14,6,14.2,12.4,5.3,313841.3575,178951.543
W00009209,,oa,65,40,4,1,8,2,2,5,0,3,0,13,9,3,20.0,13.8,4.6,314082.5415,178977.0845
W00009193,,oa,57,39,6,3,3,3,2,0,0,1,0,12,5,1,21.1,8.8,1.8,315784.7955,178010.899
W00009191,,oa,152,97,8,6,13,5,13,6,2,2,0,27,24,4,17.8,15.8,2.6,314404.4875,178977.3025
W00009027,,oa,94,28,15,13,8,12,5,1,7,3,2,36,18,12,38.3,19.1,12.8,312706.586,175770.09999999998
W00009020,,oa,77,26,12,10,1,10,7,2,6,1,2,23,19,9,29.9,24.7,11.7,312787.98549999995,176013.139
W00009029,,oa,77,40,6,6,6,10,3,0,5,0,1,18,13,6,23.4,16.9,7.8,313716.968,178417.285
W00009373,,oa,112,60,7,3,11,5,10,7,5,3,1,21,22,9,18.8,19.6,8.0,320286.579,181541.89
W00009212,,oa,60,32,3,1,12,5,2,2,1,0,2,16,9,3,26.7,15.0,5.0,314304.838,178665.0795
W00009529,,oa,102,65,7,1,13,4,5,4,0,2,1,21,13,3,20.6,12.7,2.9,314874.70149999997,182356.24800000002
W00009717,,oa,94,62,7,5,5,7,1,3,1,3,0,17,11,4,18.1,11.7,4.3,312990.168,182382.664
W00009718,,oa,96,58,8,2,6,8,7,6,0,1,0,16,21,1,16.7,21.9,1.0,313466.506,181823.38400000002
W00010144,,oa,104,59,2,5,9,3,12,7,2,5,0,16,22,7,15.4,21.2,6.7,311261.906,178674.0855
W00009347,,oa,72,31,2,10,8,7,9,1,2,2,0,20,17,4,27.8,23.6,5.6,320540.631,180522.9605
W00009036,,oa,102,57,7,4,11,4,5,6,2,6,0,22,15,8,21.6,14.7,7.8,313391.20550000004,177828.7135
W00009037,,oa,73,42,2,2,8,5,6,2,5,1,0,12,13,6,16.4,17.8,8.2,313732.45550000004,177910.90899999999
W00009034,,oa,106,59,7,6,11,9,5,4,3,2,0,24,18,5,22.6,17.0,4.7,314229.436,177522.2895
W00009038,,oa,50,20,12,5,2,5,2,2,1,1,0,19,9,2,38.0,18.0,4.0,313156.833,178027.58299999998
W00009039,,oa,90,45,10,7,13,5,3,2,5,0,0,30,10,5,33.3,11.1,5.6,312707.5725,178080.69900000002
W00009345,,oa,103,44,6,8,8,9,9,3,10,6,0,22,21,16,21.4,20.4,15.5,320362.489,180432.419
W00009007,,oa,59,25,11,6,6,5,1,2,2,1,0,23,8,3,39.0,13.6,5.1,313841.483,176410.2515
W00009004,,oa,84,27,13,7,7,11,5,2,8,3,1,27,18,12,32.1,21.4,14.3,313933.33050000004,176608.1445
W00009005,,oa,114,40,10,11,6,8,10,12,11,4,2,27,30,17,23.7,26.3,14.9,313013.30449999997,176483.2135
W00009002,,oa,109,48,18,7,11,7,3,2,9,4,0,36,12,13,33.0,11.0,11.9,313562,176536.5
W00009003,,oa,99,47,6,9,5,11,4,3,8,6,0,20,18,14,20.2,18.2,14.1,313447.3495,176468.722
W00009001,,oa,94,27,8,8,8,9,12,3,14,5,0,24,24,19,25.5,25.5,20.2,313840.67949999997,176802.446
W00009008,,oa,98,36,13,8,12,8,6,1,10,4,0,33,15,14,33.7,15.3,14.3,313131.58499999996,176456.374
W00009506,,oa,102,73,1,2,5,1,8,7,3,2,0,8,16,5,7.8,15.7,4.9,312542.095,181125.16700000002
W00009769,,oa,67,41,7,4,3,4,4,3,1,0,0,14,11,1,20.9,16.4,1.5,315697.001,179673.56050000002
W00008843,,oa,92,26,22,6,10,11,5,4,6,1,1,38,20,8,41.3,21.7,8.7,313945.545,175571.6655
W00008842,,oa,97,44,4,7,8,10,6,2,9,6,1,19,18,16,19.6,18.6,16.5,312999.08550000004,175627.0885
W00008840,,oa,96,39,10,7,9,6,5,3,8,5,4,26,14,17,27.1,14.6,17.7,314329.7525,175628.448
W00008841,,oa,82,43,8,9,6,4,5,3,1,3,0,23,12,4,28.0,14.6,4.9,313415.8915,175653.34350000002
W00009016,,oa,71,16,16,5,7,15,5,0,4,3,0,28,20,7,39.4,28.2,9.9,312603.45849999995,176048.26799999998
W00009017,,oa,85,56,3,1,10,3,7,2,0,2,1,14,12,3,16.5,14.1,3.5,312163.1725,175953.20299999998
W00009015,,oa,107,69,3,3,9,4,10,5,3,1,0,15,19,4,14.0,17.8,3.7,311401.2695,175984.3455
W00009013,,oa,100,55,5,14,5,7,5,1,5,3,0,24,13,8,24.0,13.0,8.0,313661.74199999997,176140.776
W00009010,,oa,102,28,17,8,7,17,7,3,11,2,2,32,27,15,31.4,26.5,14.7,312783.2975,176170.8725
W00009018,,oa,77,39,9,2,13,3,4,0,5,2,0,24,7,7,31.2,9.1,9.1,313222.8155,176093.46
W00009511,,oa,102,67,0,4,8,4,9,9,1,0,0,12,22,1,11.8,21.6,1.0,313061.8545,180336.83649999998
W00008994,,oa,77,37,7,8,6,8,7,1,2,1,0,21,16,3,27.3,20.8,3.9,314139.359,176636.55849999998
W00008998,,oa,90,55,8,3,11,5,4,3,0,1,0,22,12,1,24.4,13.3,1.1,314386.791,176744.8205
W00008993,,oa,79,44,4,7,8,5,5,1,3,1,1,19,11,5,24.1,13.9,6.3,314215.58400000003,176933.39049999998
W00008853,,oa,93,47,8,7,9,11,3,1,5,2,0,24,15,7,25.8,16.1,7.5,315256.38800000004,176840.82
W00008854,,oa,86,39,10,6,15,7,4,3,2,0,0,31,14,2,36.0,16.3,2.3,315014.54500000004,176970.495
W00010209,,oa,89,41,3,6,9,9,9,1,6,5,0,18,19,11,20.2,21.3,12.4,315424.0895,176375.858
W00008858,,oa,72,39,6,1,7,5,6,4,2,1,1,14,15,4,19.4,20.8,5.6,315384.5955,176911
W00008857,,oa,69,41,5,6,7,5,2,0,3,0,0,18,7,3,26.1,10.1,4.3,315879.9175,176896.4345
