area_code,area_name,census_geography,all_qualifications,no_qualifications,level1,level2,level3,level4,apprenticeship,other,no_qualifications_perc,level1_perc,level2_perc,level3_perc,level4_perc,centroid_x,centroid_y
W06000014,Vale of Glamorgan,la,102504,20964,13210,17287,12179,30527,4287,4050,20.5,12.9,16.9,11.9,29.8,302625.71221693687,173083.2783448837
W06000015,Cardiff,la,283115,58688,31039,36812,43037,91522,7882,14135,20.7,11.0,13.0,15.2,32.3,316407.00000592414,174926.57615038028
W06000022,Newport,la,116348,31454,16399,17834,13203,27202,4685,5571,27.0,14.1,15.3,11.3,23.4,333356.79405248025,186752.70034474696
W06000016,Rhondda Cynon Taf,la,190116,60403,26718,29749,21714,37168,6711,7653,31.8,14.1,15.6,11.4,19.6,302236.23722295207,197166.84563830242
W06000018,Caerphilly,la,143825,45102,21459,23361,16154,26843,5595,5311,31.4,14.9,16.2,11.2,18.7,317244.1408230999,197757.03416726863
W02000423,Cardiff 049,msoa,6971,1523,603,710,702,2877,101,455,21.8,8.7,10.2,10.1,41.3,318618.12511961395,174962.34705778724
W02000401,Cardiff 035,msoa,4912,869,441,572,448,2244,157,181,17.7,9.0,11.6,9.1,45.7,315454.1615837222,176941.41802861867
W02000406,Cardiff 040,msoa,6806,1633,783,810,591,2461,206,322,24.0,11.5,11.9,8.7,36.2,315929.2272543325,175957.24295692833
W02000378,Cardiff 012,msoa,5948,954,563,867,587,2561,212,204,16.0,9.5,14.6,9.9,43.1,316013.34715396364,180885.61441988277
W02000240,The Vale of Glamorgan 004,msoa,7071,1543,824,1188,868,2029,347,272,21.8,11.7,16.8,12.3,28.7,317029.40585623286,172438.11839127637
W02000400,Cardiff 034,msoa,5644,706,311,483,522,3320,88,214,12.5,5.5,8.6,9.2,58.8,316724.13716677355,177369.28883387134
W02000310,Caerphilly 021,msoa,4241,1011,563,701,453,1225,156,132,23.8,13.3,16.5,10.7,28.9,320260.5282645477,187209.2980906947
W02000386,Cardiff 020,msoa,6396,1104,590,910,693,2587,292,220,17.3,9.2,14.2,10.8,40.4,315542.1435410684,180054.16599766392
W02000387,Cardiff 021,msoa,4978,849,529,725,689,1782,199,205,17.1,10.6,14.6,13.8,35.8,316534.8233989328,179882.69938471977
W02000384,Cardiff 018,msoa,4713,608,416,630,505,2220,171,163,12.9,8.8,13.4,10.7,47.1,317550.9609321383,179967.79436724854
W02000385,Cardiff 019,msoa,5689,581,388,776,952,2606,93,293,10.2,6.8,13.6,16.7,45.8,318931.73089975474,179967.89790040077
W02000383,Cardiff 017,msoa,5605,1657,1004,928,564,950,224,278,29.6,17.9,16.6,10.1,16.9,320028.80355946417,180077.89351950734
W02000367,Cardiff 001,msoa,4973,519,438,782,546,2427,124,137,10.4,8.8,15.7,11.0,48.8,318112.1535024042,183540.9266083678
W02000370,Cardiff 004,msoa,5522,973,570,901,542,2101,234,201,17.6,10.3,16.3,9.8,38.0,315466.19002279395,182819.66194350368
W02000382,Cardiff 016,msoa,4419,1824,734,611,409,474,168,199,41.3,16.6,13.8,9.3,10.7,322749.2920302189,180021.5445260411
W02000379,Cardiff 013,msoa,4442,1603,787,677,385,667,106,217,36.1,17.7,15.2,8.7,15.0,323625.40885052015,180923.73970999802
W02000239,The Vale of Glamorgan 003,msoa,5426,837,513,850,595,2291,168,172,15.4,9.5,15.7,11.0,42.2,307395.09128592815,172945.20075659265
W02000277,Rhondda Cynon Taf 026,msoa,5847,1752,816,875,630,1295,241,238,30.0,14.0,15.0,10.8,22.1,311566.88545201515,185662.7045601383
W02000404,Cardiff 038,msoa,4904,1566,640,631,440,1221,124,282,31.9,13.1,12.9,9.0,24.9,320137.30289849057,176413.19151841872
W02000403,Cardiff 037,msoa,5444,1833,817,704,463,1198,142,287,33.7,15.0,12.9,8.5,22.0,321271.4848485954,176861.40012527682
W02000388,Cardiff 022,msoa,4806,1340,678,821,549,945,240,233,27.9,14.1,17.1,11.4,19.7,321965.14948186494,178662.45996821942
W02000375,Cardiff 009,msoa,5268,1231,867,892,603,1252,159,264,23.4,16.5,16.9,11.4,23.8,320579.61476656364,180624.39380982492
W02000381,Cardiff 015,msoa,5071,1810,818,741,544,732,203,223,35.7,16.1,14.6,10.7,14.4,321687.65765538416,180215.05874170273
W02000410,Cardiff 044,msoa,6264,1756,752,747,729,1537,127,616,28.0,12.0,11.9,11.6,24.5,317772.248829523,175402.7775575231
W02000408,Cardiff 042,msoa,5738,1699,730,587,483,1564,95,580,29.6,12.7,10.2,8.4,27.3,317299.1560895332,176286.47525633706
W02000398,Cardiff 032,msoa,10795,469,345,744,5685,2729,50,773,4.3,3.2,6.9,52.7,25.3,317959.0454378823,176979.98436992243
W02000394,Cardiff 028,msoa,8397,557,333,631,3983,2425,94,374,6.6,4.0,7.5,47.4,28.9,317951.72353768157,178375.20505895797
W02000373,Cardiff 007,msoa,5075,1785,855,770,494,782,197,192,35.2,16.8,15.2,9.7,15.4,322588.40423120663,181375.121819115
W02000376,Cardiff 010,msoa,5493,1168,667,713,536,2007,192,210,21.3,12.1,13.0,9.8,36.5,313880.2201269126,182058.28384689707
W02000368,Cardiff 002,msoa,4759,539,577,811,542,1977,169,144,11.3,12.1,17.0,11.4,41.5,317055.78963273147,182947.95795937997
W02000369,Cardiff 003,msoa,6111,669,692,947,693,2671,205,234,10.9,11.3,15.5,11.3,43.7,321946.49976866436,183085.80415493637
W02000399,Cardiff 033,msoa,9205,1193,623,816,2239,3580,134,620,13.0,6.8,8.9,24.3,38.9,319276.1774547001,177295.50443569018
W02000402,Cardiff 036,msoa,8775,2030,955,980,1692,2278,126,714,23.1,10.9,11.2,19.3,26.0,319762.9575245634,176950.699963194
W02000396,Cardiff 030,msoa,7126,712,407,615,2043,2805,101,443,10.0,5.7,8.6,28.7,39.4,318867.44077411183,178257.26712803706
W02000395,Cardiff 029,msoa,5250,676,374,554,584,2640,135,287,12.9,7.1,10.6,11.1,50.3,320227.0097875482,178355.99962600775
W02000390,Cardiff 024,msoa,5393,731,451,742,963,2100,146,260,13.6,8.4,13.8,17.9,38.9,319795.8285386419,178955.58785246368
W02000374,Cardiff 008,msoa,4626,636,429,679,446,2107,148,181,13.7,9.3,14.7,9.6,45.5,319229.36908083636,181349.99125136307
W02000412,Cardiff 046,msoa,5299,1623,671,671,493,1266,151,424,30.6,12.7,12.7,9.3,23.9,317410.07679263654,174997.84924464396
W02000422,Cardiff 048,msoa,5579,274,386,525,659,3396,64,275,4.9,6.9,9.4,11.8,60.9,319494.12760848907,170171.27437436898
W02000391,Cardiff 025,msoa,7908,813,456,696,3114,2391,91,347,10.3,5.8,8.8,39.4,30.2,317053.523163438,178608.11445396586
W02000371,Cardiff 005,msoa,7322,1614,980,1108,753,2307,254,306,22.0,13.4,15.1,10.3,31.5,317748.78187170904,181776.48083822106
W02000392,Cardiff 026,msoa,7561,900,679,1061,953,3440,239,289,11.9,9.0,14.0,12.6,45.5,314848.42851463234,178393.50785419712
W02000393,Cardiff 027,msoa,5110,1561,754,816,527,994,228,230,30.5,14.8,16.0,10.3,19.5,313524.564148278,178341.46818095483
W02000397,Cardiff 031,msoa,5375,1709,793,835,529,1037,245,227,31.8,14.8,15.5,9.8,19.3,313843.8804615948,177536.20537766753
W02000405,Cardiff 039,msoa,5303,2549,836,720,415,406,115,262,48.1,15.8,13.6,7.8,7.7,313246.7454842016,176588.02629035947
W02000407,Cardiff 041,msoa,4830,1967,874,732,407,442,159,249,40.7,18.1,15.2,8.4,9.2,314486.2806574489,176231.06466606655
W02000242,The Vale of Glamorgan 006,msoa,6522,1168,775,1042,768,2213,308,248,17.9,11.9,16.0,11.8,33.9,314669.93862747983,172267.6511891968
W02000389,Cardiff 023,msoa,6586,2005,939,924,612,1544,260,302,30.4,14.3,14.0,9.3,23.4,315420.8362349494,179063.82508542857
W02000372,Cardiff 006,msoa,6044,585,530,892,605,3102,158,172,9.7,8.8,14.8,10.0,51.3,312376.4501658448,181867.14267800216
W02000380,Cardiff 014,msoa,5733,697,561,885,621,2580,195,194,12.2,9.8,15.4,10.8,45.0,310168.7783747446,180058.52360947695
W02000409,Cardiff 043,msoa,4556,1630,686,733,453,716,162,176,35.8,15.1,16.1,9.9,15.7,312298.2939946976,175499.46115497436
W02000411,Cardiff 045,msoa,4932,1802,855,831,419,591,206,228,36.5,17.3,16.8,8.5,12.0,312929.362842845,175344.27200916177
W02000366,Newport 020,msoa,6376,941,732,1005,771,2458,235,234,14.8,11.5,15.8,12.1,38.6,326833.09589914547,184132.50562584517
W02000377,Cardiff 011,msoa,5459,1156,872,876,631,1483,193,248,21.2,16.0,16.0,11.6,27.2,324086.03961420053,179997.14018928944
W01001945,Cardiff 048D,lsoa,1245,46,71,135,194,728,14,57,3.7,5.7,10.8,15.6,58.5,317985.240791411,173170.06166257316
W01001762,Cardiff 046D,lsoa,1323,428,175,172,118,294,21,115,32.4,13.2,13.0,8.9,22.2,317847.6588320238,174330.72231915547
W01001761,Cardiff 046C,lsoa,1368,458,157,145,101,354,31,122,33.5,11.5,10.6,7.4,25.9,317770.376610388,174807.87490715488
W01001760,Cardiff 046B,lsoa,1335,423,152,173,133,315,56,83,31.7,11.4,13.0,10.0,23.6,318271.7779509862,174597.32094699456
W01001768,Cardiff 044E,lsoa,1162,363,161,132,112,253,23,118,31.2,13.9,11.4,9.6,21.8,317795.73532268766,175114.46946316413
